site,mx,my,mz,atom
1458,-0.8651471,0.48586008,-0.124340124,1
1459,-0.97389436,0.20069173,0.10607842,1
1460,-0.9790883,-0.15776399,0.12843902,1
1461,-0.88073957,-0.467997,-0.07264126,1
1462,-0.6748784,-0.6090315,-0.4166771,1
1463,-0.41218936,-0.5350231,-0.7374621,1
1464,-0.18817538,-0.3432466,-0.920202,1
1465,-0.03696835,-0.16202432,-0.9860941,1
1466,0.059447076,-0.04304022,-0.9973032,1
1467,0.11327517,0.014906532,-0.99345183,1
1468,0.12066791,0.031195095,-0.9922027,1
1469,0.077365935,0.027799431,-0.9966152,1
1470,-0.005960756,0.018426389,-0.9998125,1
1471,-0.100418456,0.004710036,-0.99493414,1
1472,-0.17010193,-0.014746937,-0.98531616,1
1473,-0.18973821,-0.031056061,-0.98134345,1
1474,-0.15453258,-0.022672238,-0.9877275,1
1475,-0.07444995,0.033974778,-0.99664587,1
1476,0.044394437,0.15176134,-0.9874197,1
1477,0.21482906,0.3197921,-0.92281175,1
1478,0.45111185,0.47761306,-0.75391245,1
1479,0.7128155,0.5128917,-0.47836816,1
1480,0.9110648,0.35881665,-0.20300633,1
1481,0.99552053,0.0668443,-0.06686373,1
1482,0.96013063,-0.24625167,-0.1323225,1
1483,0.8085184,-0.4628396,-0.36342475,1
1484,0.57010585,-0.50783855,-0.6458168,1
1485,0.3267561,-0.39763042,-0.8573917,1
1486,0.15304998,-0.21860348,-0.9637366,1
1487,0.055321272,-0.023449423,-0.9981932,1
1488,0.004341738,0.20284028,-0.9792022,1
1489,-0.030626738,0.49812984,-0.8665614,1
1490,-0.07119954,0.83148247,-0.55096966,1
1491,-0.116097994,0.99316365,0.01213439,1
1492,-0.14015554,0.8073629,0.57316804,1
1493,-0.14030544,0.4157122,0.8986088,1
1494,-0.13164471,-0.023443284,0.9910197,1
1495,-0.122479685,-0.4619247,0.8784215,1
1496,-0.110020734,-0.84341294,0.5258803,1
1497,-0.08405663,-0.99503165,-0.05335244,1
1498,-0.048677523,-0.8005055,-0.5973453,1
1499,-0.024637157,-0.46763393,-0.88357884,1
1500,-0.023367975,-0.19223243,-0.9810712,1
1501,-0.055508707,0.0043956214,-0.99844855,1
1502,-0.1394183,0.15765502,-0.9776029,1
1503,-0.29342508,0.2837812,-0.91289103,1
1504,-0.5088755,0.35252154,-0.78534985,1
1505,-0.7261158,0.31037182,-0.613535,1
1506,-0.8680137,0.14487539,-0.47493514,1
1507,-0.88804775,-0.08573606,-0.45168626,1
1508,-0.7778094,-0.2806011,-0.5623839,1
1509,-0.56764936,-0.35403782,-0.7432574,1
1510,-0.32630172,-0.29293767,-0.89872956,1
1511,-0.116306685,-0.159342,-0.98034835,1
1512,0.052442346,-0.027934643,-0.9982332,1
1513,0.19539939,0.056165293,-0.9791142,1
1514,0.31007433,0.07569071,-0.9476945,1
1515,0.3722081,0.03917492,-0.9273222,1
1516,0.36098152,-0.021934813,-0.932315,1
1517,0.28157464,-0.07126444,-0.95688933,1
1518,0.16732284,-0.08938773,-0.9818416,1
1519,0.062217683,-0.07799119,-0.9950108,1
1520,-0.0026332831,-0.043596815,-0.9990458,1
1521,-0.01777498,0.019984491,-0.9996423,1
1522,0.014795018,0.13429593,-0.99083084,1
1523,0.09833681,0.32399845,-0.940933,1
1524,0.24908437,0.58017606,-0.77546936,1
1525,0.46308225,0.78520405,-0.41110757,1
1526,0.65741354,0.74952745,0.07756414,1
1527,0.75988066,0.45921034,0.46011654,1
1528,0.7911381,0.049606025,0.60962266,1
1529,0.77708274,-0.36779258,0.51075536,1
1530,0.6984999,-0.6935278,0.17640027,1
1531,0.5245637,-0.79580075,-0.302546,1
1532,0.30567634,-0.6330887,-0.7111685,1
1533,0.13818884,-0.35560447,-0.9243643,1
1534,0.034946322,-0.08772647,-0.99553144,1
1535,-0.045036566,0.17121308,-0.9842042,1
1536,-0.14991532,0.45993453,-0.87520605,1
1537,-0.13686414,0.8843318,-0.44634685,1
1538,-0.20864663,0.9675712,0.1423822,1
1539,-0.24124956,0.71488273,0.6563089,1
1540,-0.24172878,0.30167317,0.9222584,1
1541,-0.23333837,-0.14348677,0.96175086,1
1542,-0.22287172,-0.5781175,0.7849257,1
1543,-0.19746709,-0.91397375,0.3544839,1
1544,-0.14059143,-0.9586162,-0.24756634,1
1545,-0.075361855,-0.6942486,-0.71577895,1
1546,-0.035965156,-0.37185094,-0.9275955,1
1547,-0.03149431,-0.12876888,-0.9911744,1
1548,-0.06979399,0.04162054,-0.9966928,1
1549,-0.16628356,0.1727442,-0.9708292,1
1550,-0.33096045,0.2701635,-0.9041443,1
1551,-0.5401809,0.29984364,-0.7863195,1
1552,-0.7276398,0.22335699,-0.6485769,1
1553,-0.8243797,0.050861456,-0.5637475,1
1554,-0.7952129,-0.1473411,-0.58815557,1
1555,-0.64669496,-0.27880955,-0.7099654,1
1556,-0.4277188,-0.28854132,-0.85662156,1
1557,-0.20651414,-0.19503033,-0.9588092,1
1558,-0.01812295,-0.06335266,-0.99782664,1
1559,0.14582255,0.047243107,-0.9881821,1
1560,0.29360095,0.100359425,-0.9506453,1
1561,0.40582895,0.08389219,-0.9100906,1
1562,0.44969335,0.016365323,-0.8930331,1
1563,0.4096663,-0.06054193,-0.91022426,1
1564,0.3034181,-0.108398624,-0.94667166,1
1565,0.17464127,-0.113972016,-0.97801375,1
1566,0.06870659,-0.08585081,-0.9939362,1
1567,0.010113598,-0.032017644,-0.99943614,1
1568,0.0018581768,0.05697144,-0.9983741,1
1569,0.040929403,0.20639746,-0.97761184,1
1570,0.1338691,0.43789995,-0.88900095,1
1571,0.29449064,0.7117327,-0.6377398,1
1572,0.49286497,0.85226506,-0.17529555,1
1573,0.6348683,0.7021223,0.32243866,1
1574,0.69359255,0.34217107,0.6339152,1
1575,0.7070816,-0.08539963,0.7019562,1
1576,0.68776584,-0.49459204,0.5313726,1
1577,0.60394394,-0.7857956,0.13333039,1
1578,0.4306403,-0.8202134,-0.37656218,1
1579,0.23584911,-0.60049343,-0.76405686,1
1580,0.09850781,-0.309198,-0.9458821,1
1581,0.011515175,-0.046355404,-0.99885863,1
1582,-0.06877235,0.20635773,-0.9760568,1
1583,-0.18873309,0.48499984,-0.85390574,1
1584,-0.3747538,0.7437307,-0.55355597,1
1585,-0.5764691,0.813409,-0.077777654,1
1586,-0.69986147,0.60805696,0.37478077,1
1587,-0.7394585,0.23361833,0.63136643,1
1588,-0.734067,-0.19243729,0.65124,1
1589,-0.68907654,-0.5858708,0.42653129,1
1590,-0.5695885,-0.8217102,-0.01900839,1
1591,-0.37200648,-0.77278936,-0.514206,1
1592,-0.18520066,-0.5221322,-0.83251345,1
1593,-0.06698364,-0.27043843,-0.9604042,1
1594,-0.009014689,-0.09756846,-0.995188,1
1595,0.00056653866,0.0065842327,-0.9999782,1
1596,-0.038954303,0.069255985,-0.99683815,1
1597,-0.1288213,0.10675397,-0.985905,1
1598,-0.25436088,0.116639234,-0.9600499,1
1599,-0.37770063,0.08679852,-0.9218505,1
1600,-0.45150623,0.018023184,-0.89208597,1
1601,-0.44432607,-0.061324913,-0.8937637,1
1602,-0.3571018,-0.10673491,-0.92794716,1
1603,-0.2191034,-0.086557455,-0.9718547,1
1604,-0.06127479,-0.0007888737,-0.99812067,1
1605,0.111353084,0.122747645,-0.9861712,1
1606,0.31213883,0.23600508,-0.92025596,1
1607,0.5304383,0.27674738,-0.8012778,1
1608,0.7111708,0.20357944,-0.6728978,1
1609,0.7938204,0.03833488,-0.6069429,1
1610,0.7526234,-0.14224991,-0.642902,1
1611,0.6043429,-0.25806215,-0.7537729,1
1612,0.4037728,-0.27366322,-0.8729696,1
1613,0.22113153,-0.20892306,-0.95260274,1
1614,0.09923149,-0.10270267,-0.98975015,1
1615,0.040502734,0.032875016,-0.99863845,1
1616,0.03137001,0.22108312,-0.97475034,1
1617,0.06279658,0.49364752,-0.8673919,1
1618,0.13306154,0.8143396,-0.5649298,1
1619,0.2221663,0.9748508,-0.01755263,1
1620,0.28071812,0.79534495,0.53723717,1
1621,0.30251923,0.40647325,0.86212623,1
1622,0.31259355,-0.03284867,0.9493188,1
1623,0.3183848,-0.46749762,0.8246679,1
1624,0.30236787,-0.8342255,0.46113083,1
1625,0.236185,-0.9655097,-0.10957971,1
1626,0.13754588,-0.765608,-0.628431,1
1627,0.05822725,-0.43526605,-0.898417,1
1628,0.00011753014,-0.14915933,-0.98881316,1
1629,-0.067999214,0.08313793,-0.99421537,1
1630,-0.18501388,0.30080944,-0.93556595,1
1631,-0.38160318,0.50253546,-0.77578163,1
1632,-0.63507575,0.6021288,-0.48385933,1
1633,-0.8524833,0.5040035,-0.13875422,1
1634,-0.9688886,0.22466733,0.103824906,1
1635,-0.98104113,-0.13492955,0.13911293,1
1636,-0.8902144,-0.45259872,-0.051699042,1
1637,-0.6910688,-0.6065724,-0.39305705,1
1638,-0.42891228,-0.54395705,-0.72121084,1
1639,-0.19933772,-0.3544231,-0.91359115,1
1640,-0.041872207,-0.16932276,-0.9846708,1
1641,0.06024736,-0.045972154,-0.99712425,1
1642,0.12016129,0.014100077,-0.99265426,1
1643,0.13408194,0.029510967,-0.9905308,1
1644,0.09678152,0.023099404,-0.9950376,1
1645,0.018009119,0.010820331,-0.9997793,1
1646,-0.07362573,-0.0032657709,-0.9972806,1
1647,-0.14223921,-0.01935807,-0.98964304,1
1648,-0.16281117,-0.028969707,-0.98623186,1
1649,-0.13043329,-0.011607461,-0.99138916,1
1650,-0.05337192,0.05610522,-0.99699736,1
1651,0.06563146,0.18803304,-0.9799674,1
1652,0.24229619,0.37166673,-0.8961899,1
1653,0.48719475,0.53483725,-0.69035536,1
1654,0.7464952,0.5512547,-0.3726435,1
1655,0.9289002,0.36247694,-0.0758617,1
1656,0.9977627,0.038498364,0.05465784,1
1657,0.95442873,-0.29629755,-0.03568702,1
1658,0.7982381,-0.5200549,-0.30390623,1
1659,0.5544834,-0.5521227,-0.62266254,1
1660,0.31003964,-0.41625738,-0.85475445,1
1661,0.1400474,-0.21347068,-0.9668594,1
1662,0.044100985,0.0024261712,-0.99902415,1
1663,-0.012673703,0.2516173,-0.9677439,1
1664,-0.065681666,0.5671009,-0.8210253,1
1665,0.10124754,0.8973083,-0.42963567,1
1666,0.15725361,0.9735646,0.16565998,1
1667,0.18850335,0.7113932,0.6770423,1
1668,0.2011945,0.2931805,0.9346475,1
1669,0.21031822,-0.15250142,0.96566534,1
1670,0.21537167,-0.5847347,0.7821128,1
1671,0.19932348,-0.9161436,0.3477802,1
1672,0.14520383,-0.9561167,-0.2544736,1
1673,0.07762861,-0.6873164,-0.722198,1
1674,0.025395067,-0.35445616,-0.9347277,1
1675,-0.02328768,-0.08623058,-0.99600303,1
1676,-0.09959054,0.13184248,-0.9862552,1
1677,-0.23901457,0.3333717,-0.91199523,1
1678,-0.45941743,0.49711993,-0.7360757,1
1679,-0.7143507,0.533472,-0.4528915,1
1680,-0.910241,0.38109234,-0.16195656,1
1681,-0.99649143,0.08365227,-0.002668984,1
1682,-0.96703404,-0.24919628,-0.05240605,1
1683,-0.82035285,-0.49060917,-0.29380918,1
1684,-0.57696575,-0.54346377,-0.60971934,1
1685,-0.31666952,-0.41998258,-0.85049105,1
1686,-0.11491757,-0.2359731,-0.9649407,1
1687,0.023825193,-0.086068235,-0.99600434,1
1688,0.119068734,0.0005596832,-0.9928859,1
1689,0.17353904,0.029868148,-0.984374,1
1690,0.17725281,0.022712676,-0.9839032,1
1691,0.1273792,0.003085459,-0.9918493,1
1692,0.04094107,-0.0138830645,-0.9990651,1
1693,-0.048508022,-0.025548454,-0.998496,1
1694,-0.107297644,-0.031964306,-0.993713,1
1695,-0.1175016,-0.02368079,-0.99279034,1
1696,-0.07926104,0.01945896,-0.996664,1
1697,0.0014536816,0.11932197,-0.99285454,1
1698,0.1307365,0.2863462,-0.9491648,1
1699,0.3289876,0.49162418,-0.80627096,1
1700,0.58623004,0.6258269,-0.51446575,1
1701,0.81707656,0.558267,-0.14395791,1
1702,0.9485738,0.28782278,0.13177949,1
1703,0.97759026,-0.07687244,0.19597946,1
1704,0.9103247,-0.41273123,0.031014388,1
1705,0.73797727,-0.60527384,-0.29838422,1
1706,0.48955575,-0.58590776,-0.645792,1
1707,0.26001507,-0.4082846,-0.87504053,1
1708,0.11020301,-0.18672316,-0.97621197,1
1709,0.025191551,0.038144216,-0.99895465,1
1710,-0.034224525,0.2964218,-0.95444375,1
1711,-0.10497725,0.6152951,-0.7812757,1
1712,-0.2048431,0.90494126,-0.37298873,1
1713,-0.2974648,0.9309617,0.21171926,1
1714,-0.33476174,0.6477058,0.6844063,1
1715,-0.33316496,0.23225124,0.91381645,1
1716,-0.3212749,-0.2084895,0.9237503,1
1717,-0.30442446,-0.6320401,0.7126367,1
1718,-0.26258647,-0.93215305,0.24927704,1
1719,-0.17905712,-0.92198557,-0.34333834,1
1720,-0.092620134,-0.6386759,-0.76388127,1
1721,-0.04178904,-0.33172497,-0.9424501,1
1722,-0.031332623,-0.10889238,-0.99355966,1
1723,-0.0654591,0.044938304,-0.99684286,1
1724,-0.15671003,0.16215727,-0.9742418,1
1725,-0.3128744,0.2485762,-0.91668946,1
1726,-0.5115592,0.27481008,-0.81411713,1
1727,-0.6919097,0.20625283,-0.6918966,1
1728,-0.78812534,0.049456835,-0.6135246,1
1729,-0.7636897,-0.13364342,-0.63159925,1
1730,-0.623024,-0.25725606,-0.73868835,1
1731,-0.41299483,-0.26778993,-0.8704733,1
1732,-0.1991124,-0.17993484,-0.963316,1
1733,-0.014768688,-0.053593226,-0.9984537,1
1734,0.14821658,0.05435587,-0.98746,1
1735,0.29750115,0.106784835,-0.94873077,1
1736,0.41275707,0.08972729,-0.9064109,1
1737,0.45989737,0.020555831,-0.8877342,1
1738,0.4222535,-0.058929693,-0.9045603,1
1739,0.31649706,-0.10944733,-0.9422584,1
1740,0.1856397,-0.11705242,-0.97562116,1
1741,0.07552406,-0.090572625,-0.993022,1
1742,0.012161783,-0.039427057,-0.9991485,1
1743,-0.00038153457,0.043968726,-0.99903286,1
1744,0.03461107,0.18374486,-0.9823645,1
1745,0.12247353,0.40350655,-0.90674293,1
1746,0.27827555,0.675482,-0.68285197,1
1747,0.4812034,0.8412014,-0.24662417,1
1748,0.63855046,0.7259032,0.25557378,1
1749,0.70926154,0.3838744,0.5912601,1
1750,0.7283335,-0.03940537,0.6840889,1
1751,0.7126696,-0.45124006,0.53710747,1
1752,0.63394,-0.7562589,0.16184123,1
1753,0.46315223,-0.8186351,-0.33959767,1
1754,0.26055992,-0.6201863,-0.7399172,1
1755,0.112775035,-0.33256492,-0.93631315,1
1756,0.020331603,-0.06791826,-0.99748373,1
1757,-0.05949777,0.18465349,-0.9810011,1
1758,-0.17401335,0.46303284,-0.86909145,1
1759,-0.35378435,0.7311991,-0.5832534,1
1760,-0.55707836,0.82291025,-0.111724876,1
1761,-0.6878368,0.6339092,0.35360938,1
1762,-0.73334134,0.2639129,0.6265465,1
1763,-0.73251116,-0.16324793,0.6608915,1
1764,-0.69329447,-0.5624086,0.45059887,1
1765,-0.5814613,-0.81342804,0.015415012,1
1766,-0.38728127,-0.7839175,-0.4852696,1
1767,-0.19599625,-0.5396971,-0.8187262,1
1768,-0.07182084,-0.28375253,-0.9562041,1
1769,-0.008890266,-0.10591775,-0.9943352,1
1770,0.0055266186,0.00016787193,-0.99998474,1
1771,-0.028473657,0.06154784,-0.99769795,1
1772,-0.11185377,0.095911935,-0.98908526,1
1773,-0.23010069,0.10333018,-0.96766555,1
1774,-0.34613097,0.07445084,-0.93522745,1
1775,-0.41413,0.011626116,-0.9101435,1
1776,-0.4046489,-0.057633862,-0.91265416,1
1777,-0.31981486,-0.0917952,-0.94302285,1
1778,-0.1870511,-0.061820686,-0.98040307,1
1779,-0.03201191,0.03245457,-0.99896044,1
1780,0.14558288,0.16418615,-0.9756273,1
1781,0.35946134,0.28145146,-0.8897037,1
1782,0.5909946,0.31356767,-0.74323666,1
1783,0.7756571,0.21710461,-0.59263957,1
1784,0.8520878,0.022942867,-0.5228958,1
1785,0.7981354,-0.17979884,-0.57502365,1
1786,0.6332009,-0.30232397,-0.7125005,1
1787,0.41665408,-0.30817497,-0.8552354,1
1788,0.22471677,-0.22458123,-0.94819075,1
1789,0.100031905,-0.097505294,-0.99019516,1
1790,0.04031861,0.061576378,-0.99728775,1
1791,0.028026704,0.27992424,-0.9596129,1
1792,0.050685287,0.5836321,-0.8104348,1
1793,0.29764923,0.78013873,-0.55026233,1
1794,0.47505575,0.8790937,-0.03894069,1
1795,0.58653545,0.6711258,0.45339417,1
1796,0.62758595,0.27996728,0.72646695,1
1797,0.63687545,-0.15768702,0.7546685,1
1798,0.6183311,-0.5662264,0.54502696,1
1799,0.535206,-0.83795613,0.106696814,1
1800,0.36837646,-0.82809126,-0.42256793,1
1801,0.19295645,-0.57323426,-0.7963481,1
1802,0.073038176,-0.2715753,-0.95964175,1
1803,-0.009231403,-0.0056476225,-0.99994147,1
1804,-0.09996299,0.25140592,-0.9627058,1
1805,-0.24520607,0.5255207,-0.8146791,1
1806,-0.45871153,0.744493,-0.48509166,1
1807,-0.6665466,0.74522585,-0.018818906,1
1808,-0.78359824,0.49222514,0.3790623,1
1809,-0.8183786,0.100723654,0.56578374,1
1810,-0.80146235,-0.3179449,0.5065265,1
1811,-0.7223482,-0.66120476,0.20253736,1
1812,-0.5495865,-0.79181516,-0.2664272,1
1813,-0.3236196,-0.65330553,-0.684443,1
1814,-0.143224,-0.39856943,-0.90588593,1
1815,-0.035200357,-0.18547666,-0.98201805,1
1816,0.017780554,-0.051067784,-0.99853694,1
1817,0.02436401,0.023125613,-0.99943566,1
1818,-0.017356852,0.061756123,-0.99794036,1
1819,-0.10427525,0.07842617,-0.9914515,1
1820,-0.21487121,0.07199728,-0.973985,1
1821,-0.30992657,0.03725608,-0.95003027,1
1822,-0.35069862,-0.017023355,-0.93633366,1
1823,-0.3198446,-0.061959162,-0.94544196,1
1824,-0.22809719,-0.06315179,-0.9715882,1
1825,-0.09988633,-0.0017153217,-0.9949974,1
1826,0.053560816,0.116687216,-0.9917234,1
1827,0.24502063,0.26012653,-0.93396956,1
1828,0.48106456,0.3629581,-0.79802155,1
1829,0.7166198,0.3462154,-0.6054677,1
1830,0.87595755,0.18687713,-0.44471934,1
1831,0.91215825,-0.05206083,-0.40651816,1
1832,0.81849045,-0.2655739,-0.5094546,1
1833,0.6227577,-0.36856198,-0.6901702,1
1834,0.39177656,-0.3409906,-0.85453886,1
1835,0.20247784,-0.22830652,-0.95230186,1
1836,0.08661715,-0.0813201,-0.9929172,1
1837,0.032313503,0.09538116,-0.9949162,1
1838,0.017871853,0.3346411,-0.94217616,1
1839,0.02804878,0.6548718,-0.7552193,1
1840,0.05359293,0.94661057,-0.31789345,1
1841,0.08036507,0.9534965,0.29049256,1
1842,0.097350314,0.64581555,0.75726163,1
1843,0.11016396,0.2200711,0.96924335,1
1844,0.12333965,-0.22127913,0.9673794,1
1845,0.13205427,-0.6448949,0.7527763,1
1846,0.12291768,-0.9501642,0.28649485,1
1847,0.08718798,-0.9435128,-0.31965905,1
1848,0.044757225,-0.6517631,-0.7571008,1
1849,0.010414613,-0.32609746,-0.9452788,1
1850,-0.02938003,-0.07258321,-0.9969295,1
1851,-0.10184498,0.13077809,-0.9861667,1
1852,-0.23841497,0.3169125,-0.9180004,1
1853,-0.45417553,0.4670764,-0.7586595,1
1854,-0.7052273,0.5015183,-0.5011326,1
1855,-0.90295136,0.3624312,-0.23091681,1
1856,-0.9935298,0.083830096,-0.07662294,1
1857,-0.96528333,-0.23340069,-0.117269985,1
1858,-0.8168172,-0.46554378,-0.34070316,1
1859,-0.5727553,-0.51748997,-0.6357323,1
1860,-0.31401062,-0.4005056,-0.86080927,1
1861,-0.11344906,-0.22433448,-0.96788603,1
1862,0.025596885,-0.079493694,-0.9965067,1
1863,0.122476965,0.0046462324,-0.9924605,1
1864,0.17946504,0.032528076,-0.9832265,1
1865,0.1858137,0.024087142,-0.98228973,1
1866,0.13767736,0.003393024,-0.99047136,1
1867,0.050984338,-0.013934486,-0.9986023,1
1868,-0.04135842,-0.025384838,-0.99882185,1
1869,-0.10510087,-0.032236475,-0.993939,1
1870,-0.12068193,-0.02662611,-0.99233407,1
1871,-0.08695154,0.010748892,-0.9961546,1
1872,-0.010382274,0.10191086,-0.99473935,1
1873,0.1128868,0.25897726,-0.959264,1
1874,0.30275124,0.45973969,-0.83485395,1
1875,0.556971,0.60656834,-0.5673255,1
1876,0.7981419,0.56575584,-0.20709904,1
1877,0.9448789,0.31755564,0.079764426,1
1878,0.9854548,-0.037543695,0.16573897,1
1879,0.9265947,-0.37528998,0.024078596,1
1880,0.7617071,-0.5809058,-0.28696817,1
1881,0.51589537,-0.581628,-0.62893623,1
1882,0.28020638,-0.41857502,-0.8638746,1
1883,0.12209833,-0.20253424,-0.9716336,1
1884,0.032265905,0.019006813,-0.99929863,1
1885,-0.027390242,0.27195817,-0.96191925,1
1886,-0.09414607,0.58713156,-0.8039982,1
1887,-0.18888001,0.889172,-0.41677025,1
1888,-0.28207138,0.944942,0.16589259,1
1889,-0.32413298,0.67951214,0.6581801,1
1890,-0.326991,0.26689622,0.9065557,1
1891,-0.3190109,-0.17512718,0.93143034,1
1892,-0.30619922,-0.60287577,0.73673797,1
1893,-0.26896435,-0.9184683,0.28995562,1
1894,-0.18776764,-0.93396384,-0.30406404,1
1895,-0.09875008,-0.66130394,-0.74358964,1
1896,-0.044256743,-0.34990937,-0.93573755,1
1897,-0.030631509,-0.12154622,-0.99211305,1
1898,-0.061395355,0.03377398,-0.99754196,1
1899,-0.14818248,0.14833887,-0.97777176,1
1900,-0.29815876,0.22988732,-0.92641956,1
1901,-0.48930597,0.25258788,-0.83473295,1
1902,-0.661891,0.18560964,-0.72625715,1
1903,-0.7507768,0.037687287,-0.65948004,1
1904,-0.72071457,-0.13005468,-0.6809231,1
1905,-0.5792266,-0.23684654,-0.78000015,1
1906,-0.3747318,-0.23609875,-0.8965676,1
1907,-0.16765338,-0.14474301,-0.97516245,1
1908,0.01615991,-0.018969858,-0.99968946,1
1909,0.18705977,0.08630185,-0.9785503,1
1910,0.3484331,0.13122118,-0.92810315,1
1911,0.47243562,0.09981145,-0.8756953,1
1912,0.5197898,0.012855284,-0.85419744,1
1913,0.47374663,-0.080679804,-0.8769578,1
1914,0.35498443,-0.13593474,-0.92493665,1
1915,0.21227832,-0.13837229,-0.96736294,1
1916,0.09510976,-0.099834256,-0.990448,1
1917,0.028786577,-0.031932186,-0.9990754,1
1918,0.0152596,0.0740379,-0.9971387,1
1919,0.050957892,0.24495567,-0.9681942,1
1920,0.14206462,0.50041854,-0.85404855,1
1921,0.36681882,0.5645177,-0.73943484,1
1922,0.62245387,0.6772948,-0.3922027,1
1923,0.82948714,0.55850154,0.0052061034,1
1924,0.9332166,0.24317178,0.26452658,1
1925,0.9459884,-0.14447673,0.29022813,1
1926,0.8714945,-0.48376215,0.080446295,1
1927,0.69406337,-0.6587678,-0.29034638,1
1928,0.44621974,-0.6049461,-0.6594909,1
1929,0.2278807,-0.39751893,-0.88884705,1
1930,0.08948619,-0.15818453,-0.9833463,1
1931,0.006989583,0.08273861,-0.9965468,1
1932,-0.06312306,0.36032706,-0.9306879,1
1933,-0.15976016,0.6851938,-0.7106238,1
1934,-0.28962058,0.9244057,-0.24818149,1
1935,-0.39233357,0.86054385,0.32486713,1
1936,-0.4279439,0.52822936,0.7333743,1
1937,-0.42717242,0.098890886,0.898746,1
1938,-0.41687062,-0.3435212,0.8415534,1
1939,-0.39075887,-0.7412773,0.54572475,1
1940,-0.31639448,-0.9484857,0.016416926,1
1941,-0.19533782,-0.8233704,-0.5328267,1
1942,-0.092707336,-0.51534605,-0.8519529,1
1943,-0.038683258,-0.2430139,-0.9692512,1
1944,-0.030644737,-0.058404997,-0.9978225,1
1945,-0.07109885,0.06511552,-0.99534166,1
1946,-0.16885489,0.15361421,-0.9735968,1
1947,-0.32176876,0.2060922,-0.9241163,1
1948,-0.4962049,0.19780053,-0.8453731,1
1949,-0.63177735,0.1123554,-0.7669639,1
1950,-0.6748478,-0.025745729,-0.7375077,1
1951,-0.6059776,-0.15318546,-0.780593,1
1952,-0.4483071,-0.20628674,-0.86975086,1
1953,-0.2545527,-0.16432753,-0.95299494,1
1954,-0.067414336,-0.057020884,-0.99609435,1
1955,0.10957708,0.06460498,-0.99187654,1
1956,0.28924435,0.15103915,-0.94526446,1
1957,0.458896,0.16319193,-0.8733744,1
1958,0.5749452,0.092653245,-0.8129289,1
1959,0.597217,-0.024626097,-0.80170155,1
1960,0.51930046,-0.12890929,-0.8448132,1
1961,0.37399665,-0.1764503,-0.91048986,1
1962,0.21757536,-0.16190895,-0.9625209,1
1963,0.09834791,-0.105263576,-0.98956925,1
1964,0.034726106,-0.019602856,-0.99920464,1
1965,0.02344984,0.10700197,-0.99398226,1
1966,0.05959789,0.30431426,-0.95070547,1
1967,0.14889073,0.5852779,-0.79704535,1
1968,0.29355928,0.8564606,-0.4246154,1
1969,0.43967956,0.8890317,0.12768936,1
1970,0.51872164,0.61861223,0.59012437,1
1971,0.54691476,0.20632309,0.81136614,1
1972,0.5565484,-0.2303319,0.7982488,1
1973,0.5422898,-0.6301996,0.5556711,1
1974,0.4651888,-0.8808148,0.08811759,1
1975,0.3123255,-0.8357664,-0.45160535,1
1976,0.15914115,-0.55935407,-0.81350917,1
1977,0.056373596,-0.25668293,-0.9648502,1
1978,-0.018061688,0.0022792146,-0.9998343,1
1979,-0.10809183,0.2491963,-0.96240187,1
1980,-0.25708765,0.50965244,-0.8210727,1
1981,-0.4763552,0.7162007,-0.5100415,1
1982,-0.69176733,0.71892476,-0.067861386,1
1983,-0.8170947,0.48043904,0.3186451,1
1984,-0.85538596,0.10213447,0.5078223,1
1985,-0.83507776,-0.3081928,0.45569983,1
1986,-0.7471951,-0.6448801,0.16071464,1
1987,-0.5642255,-0.7713248,-0.29446152,1
1988,-0.33106583,-0.63575035,-0.69729257,1
1989,-0.14652717,-0.38806772,-0.9099084,1
1990,-0.035641916,-0.18053116,-0.9829233,1
1991,0.020033114,-0.049328707,-0.9985817,1
1992,0.029659072,0.022998877,-0.9992955,1
1993,-0.008819982,0.060660012,-0.99811953,1
1994,-0.0933257,0.07776822,-0.9925938,1
1995,-0.20419322,0.07363304,-0.9761574,1
1996,-0.30359218,0.04186667,-0.9518818,1
1997,-0.35193363,-0.011533591,-0.9359539,1
1998,-0.32889104,-0.05978575,-0.94247353,1
1999,-0.24237926,-0.06794675,-0.96779937,1
2000,-0.11693271,-0.014765513,-0.9930301,1
2001,0.0329974,0.09634959,-0.99480045,1
2002,0.21763149,0.23639815,-0.94697016,1
2003,0.44682413,0.34477854,-0.82551557,1
2004,0.6830844,0.34363532,-0.64444584,1
2005,0.8517774,0.20217773,-0.48332122,1
2006,0.90089583,-0.025735568,-0.4332717,1
2007,0.8198438,-0.238889,-0.5203731,1
2008,0.6338574,-0.35074082,-0.6893516,1
2009,0.4063567,-0.3355602,-0.8498668,1
2010,0.2140261,-0.23250619,-0.9487538,1
2011,0.09316444,-0.09176643,-0.9914128,1
2012,0.035207536,0.07852326,-0.99629045,1
2013,0.019240215,0.3090356,-0.95085585,1
2014,0.029962553,0.62274307,-0.7818525,1
2015,0.05819365,0.927151,-0.3701413,1
2016,0.08857985,0.9679095,0.23516966,1
2017,0.10611319,0.68092126,0.7246283,1
2018,0.11600855,0.25874707,0.9589536,1
2019,0.12527497,-0.18417135,0.974878,1
2020,0.13138752,-0.61296296,0.77911085,1
2021,0.12245776,-0.935587,0.3311815,1
2022,0.088453665,-0.9569223,-0.27654254,1
