site,mx,my,mz,atom,run
5051,0.11721971,-0.31489226,0.94186115,1,run0
5052,0.13497542,-0.72529143,0.6750807,1,run0
5053,0.12539364,-0.97899795,0.16074668,1,run0
5054,0.084678926,-0.89744425,-0.43292415,1,run0
5055,0.04039544,-0.58024824,-0.8134373,1,run0
5056,0.003751914,-0.26717892,-0.9636396,1,run0
5057,-0.042865716,-0.027595092,-0.9986997,1,run0
5058,-0.12857275,0.16847113,-0.9772853,1,run0
5059,-0.28316024,0.34527838,-0.8947643,1,run0
5060,-0.5107951,0.4707255,-0.71937877,1,run0
5061,-0.7542259,0.46743014,-0.46114248,1,run0
5062,-0.93009853,0.29737297,-0.2156062,1,run0
5063,-0.9947352,0.007825652,-0.10217979,1,run0
5064,-0.93741715,-0.29541698,-0.18433106,1,run0
5065,-0.7595347,-0.48830095,-0.42973152,1,run0
5066,-0.50193274,-0.49292675,-0.71069455,1,run0
5067,-0.2553671,-0.35167414,-0.9006181,1,run0
5068,-0.07445921,-0.17941524,-0.98095155,1,run0
5069,0.05136648,-0.04922919,-0.9974658,1,run0
5070,0.14005856,0.020244274,-0.9899363,1,run0
5071,0.18922898,0.0368547,-0.9812411,1,run0
5072,0.18704543,0.021604128,-0.9821137,1,run0
5073,0.13263418,-0.002171215,-0.9911627,1,run0
5074,0.04568339,-0.020750945,-0.99874043,1,run0
5075,-0.040129963,-0.032239422,-0.9986743,1,run0
5076,-0.09378947,-0.03613188,-0.9949362,1,run0
5077,-0.10043755,-0.022386698,-0.9946915,1,run0
5078,-0.06153162,0.028681625,-0.997693,1,run0
5079,0.01831025,0.1379129,-0.9902751,1,run0
5080,0.14837779,0.31424546,-0.9376747,1,run0
5081,0.3507279,0.5230687,-0.77678126,1,run0
5082,0.6098619,0.64326787,-0.4628984,1,run0
5083,0.8333356,0.5457116,-0.08803799,1,run0
5084,0.95391655,0.25076023,0.16481045,1,run0
5085,0.97389543,-0.11911823,0.19323188,1,run0
5086,0.89779264,-0.44041517,-0.0016986711,1,run0
5087,0.7179642,-0.6070695,-0.3405791,1,run0
5088,0.4698197,-0.56731313,-0.67633224,1,run0
5089,0.2468589,-0.38373664,-0.8898353,1,run0
5090,0.10185641,-0.16147906,-0.9816057,1,run0
5091,0.016268903,0.06843179,-0.9975231,1,run0
5092,-0.050868243,0.33714613,-0.94007707,1,run0
5093,-0.13789126,0.66004765,-0.73845994,1,run0
5094,-0.25631538,0.9199904,-0.29651314,1,run0
5095,-0.35389274,0.8916833,0.2822426,1,run0
5096,-0.38527757,0.5799311,0.717803,1,run0
5097,-0.3761423,0.15717977,0.9131328,1,run0
5098,-0.35665494,-0.28637403,0.88926214,1,run0
5099,-0.32953423,-0.7012025,0.6322359,1,run0
5100,-0.27108535,-0.9544297,0.12480669,1,run0
5101,-0.17327188,-0.87406534,-0.4538575,1,run0
5102,-0.08551317,-0.5682782,-0.81838095,1,run0
5103,-0.03912295,-0.27715978,-0.96002704,1,run0
5104,-0.035090476,-0.0744089,-0.9966102,1,run0
5105,-0.0777561,0.062816486,-0.9949915,1,run0
5106,-0.17759827,0.16195452,-0.9706851,1,run0
5107,-0.33465007,0.22290443,-0.9155998,1,run0
5108,-0.51681036,0.219488,-0.8274854,1,run0
5109,-0.662762,0.1319509,-0.73711306,1,run0
5110,-0.7155373,-0.01727544,-0.69836086,1,run0
5111,-0.6513523,-0.16195032,-0.7412909,1,run0
5112,-0.49051183,-0.2306908,-0.8403451,1,run0
5113,-0.28884405,-0.19668853,-0.93695396,1,run0
5114,-0.097192675,-0.090901464,-0.99110574,1,run0
5115,0.076034084,0.031715717,-0.9966007,1,run0
5116,0.24550684,0.12191181,-0.9616985,1,run0
5117,0.40463728,0.1432808,-0.90318286,1,run0
5118,0.5151057,0.08759296,-0.8526392,1,run0
5119,0.5386549,-0.013028606,-0.84242576,1,run0
5120,0.46891764,-0.10485327,-0.87699604,1,run0
5121,0.08133754,-0.042729944,-0.9957703,1,run0
5122,-0.005263458,-0.047858864,-0.9988402,1,run0
5123,-0.056591205,-0.038448103,-0.9976569,1,run0
5124,-0.061056357,-0.004382507,-0.9981247,1,run0
5125,-0.02050333,0.07467643,-0.99699706,1,run0
5126,0.06544622,0.22020064,-0.97325665,1,run0
5127,0.21294609,0.43391007,-0.87542903,1,run0
5128,0.4369293,0.64605886,-0.6258601,1,run0
5129,0.6848581,0.69362974,-0.22326513,1,run0
5130,0.85664946,0.49050453,0.15986574,1,run0
5131,0.92859405,0.12726462,0.34859267,1,run0
5132,0.9199578,-0.26332563,0.29040888,1,run0
5133,0.82383496,-0.56670403,0.011938035,1,run0
5134,0.62656575,-0.6773422,-0.38551643,1,run0
5135,0.3809144,-0.56636614,-0.73084444,1,run0
5136,0.18404332,-0.33812916,-0.9229284,1,run0
5137,0.062637925,-0.09592781,-0.99341553,1,run0
5138,-0.017312229,0.1531049,-0.98805827,1,run0
5139,-0.10142622,0.44499835,-0.8897692,1,run0
5140,-0.22532533,0.7597562,-0.60991734,1,run0
5141,-0.37311998,0.9221566,-0.10202339,1,run0
5142,-0.46660298,0.77011526,0.434976,1,run0
5143,-0.4873721,0.40386114,0.7741865,1,run0
5144,-0.4753269,-0.030917488,0.87926584,1,run0
5145,-0.4527932,-0.46842632,0.75865346,1,run0
5146,-0.40514216,-0.8282364,0.38714898,1,run0
5147,-0.30122647,-0.9367956,-0.17797956,1,run0
5148,-0.16967359,-0.7280068,-0.6642418,1,run0
5149,-0.07566216,-0.4190653,-0.90479803,1,run0
5150,-0.032388844,-0.17789282,-0.98351675,1,run0
5151,-0.0345089,-0.020019703,-0.99920386,1,run0
5152,-0.08558657,0.084856465,-0.99271065,1,run0
5153,-0.19199517,0.15653409,-0.9688318,1,run0
5154,-0.3443419,0.18905877,-0.9196116,1,run0
5155,-0.50305057,0.161014,-0.8491258,1,run0
5156,-0.6106628,0.06629211,-0.78911114,1,run0
5157,-0.62285656,-0.062330738,-0.77984905,1,run0
5158,-0.53119546,-0.16310945,-0.83140045,1,run0
5159,-0.36786407,-0.18486857,-0.9113175,1,run0
5160,-0.18442337,-0.1215714,-0.9752992,1,run0
5161,-0.009961398,-0.008082973,-0.99991775,1,run0
5162,0.16319682,0.10776172,-0.9806907,1,run0
5163,0.34517744,0.17810811,-0.92148256,1,run0
5164,0.5112085,0.1661408,-0.8432456,1,run0
5165,0.61065364,0.07337336,-0.78849125,1,run0
5166,0.6086136,-0.052753016,-0.7917112,1,run0
5167,0.509842,-0.15072402,-0.8469613,1,run0
5168,0.35555306,-0.1851023,-0.91614366,1,run0
5169,0.2022463,-0.15913245,-0.96631944,1,run0
5170,0.09163476,-0.09383574,-0.9913617,1,run0
5171,0.036054157,0.0024025096,-0.999347,1,run0
5172,0.030454053,0.14629439,-0.9887722,1,run0
5173,0.07119607,0.36833295,-0.92696387,1,run0
5174,0.1648517,0.6672722,-0.7263413,1,run0
5175,0.30604464,0.9076628,-0.2872021,1,run0
5176,0.43212235,0.85761577,0.27886456,1,run0
5177,0.49679613,0.5291956,0.6878558,1,run0
5178,0.52752966,0.0996082,0.84367687,1,run0
5179,0.5447547,-0.33365777,0.76936,1,run0
5180,0.5294065,-0.7083104,0.46693158,1,run0
5181,0.43875366,-0.8978196,-0.03762084,1,run0
5182,0.27902678,-0.7854889,-0.55240494,1,run0
5183,0.1345876,-0.48977157,-0.8614,1,run0
5184,0.039005827,-0.19600148,-0.9798275,1,run0
5185,-0.038139272,0.056838054,-0.9976547,1,run0
5186,-0.14243402,0.30468526,-0.9417428,1,run0
5187,-0.31388268,0.5566063,-0.769199,1,run0
5188,-0.54520804,0.7210085,-0.4276624,1,run0
5189,-0.74652654,0.6653209,0.006814909,1,run0
5190,-0.850518,0.39134136,0.35138452,1,run0
5191,-0.8719912,0.0018897689,0.48951793,1,run0
5192,-0.83266145,-0.40049168,0.38246754,1,run0
5193,-0.7154644,-0.69760925,0.038105424,1,run0
5194,-0.5053452,-0.752656,-0.42206058,1,run0
5195,-0.27552864,-0.56872535,-0.7750068,1,run0
5196,-0.11162555,-0.32354352,-0.93960595,1,run0
5197,-0.017394856,-0.13721092,-0.9903891,1,run0
5198,0.026911573,-0.024748111,-0.9993315,1,run0
5199,0.027005872,0.034823664,-0.99902856,1,run0
5200,-0.019577477,0.06354246,-0.9977871,1,run0
5201,-0.10745498,0.0724391,-0.99156743,1,run0
5202,-0.21277353,0.059898663,-0.97526383,1,run0
5203,-0.29725504,0.02269439,-0.9545284,1,run0
5204,-0.3263977,-0.028108515,-0.9448145,1,run0
5205,-0.28777766,-0.06387357,-0.95556486,1,run0
5206,-0.19481169,-0.053509623,-0.97938,1,run0
5207,-0.07006212,0.017953087,-0.9973811,1,run0
5208,0.080777645,0.1426998,-0.98646426,1,run0
5209,0.27454358,0.28677,-0.9178174,1,run0
5210,0.514585,0.3796704,-0.7687995,1,run0
5211,0.7465904,0.34193608,-0.570686,1,run0
5212,0.8921691,0.16265257,-0.42140064,1,run0
5213,0.91034883,-0.081595205,-0.40571815,1,run0
5214,0.80140865,-0.2839672,-0.5264093,1,run0
5215,0.59918296,-0.3692758,-0.7103627,1,run0
5216,0.37205195,-0.32921237,-0.86786896,1,run0
5217,0.1908423,-0.21112505,-0.9586477,1,run0
5218,0.08086645,-0.05892148,-0.9949819,1,run0
5219,0.028082866,0.12905747,-0.99123937,1,run0
5220,0.009929465,0.38644606,-0.92225856,1,run0
5221,0.009639361,0.71800333,-0.6959729,1,run0
5222,0.018002382,0.97783715,-0.20859174,1,run0
5223,0.030012956,0.91685706,0.3980858,1,run0
5224,0.044990152,0.57177335,0.8191771,1,run0
5225,0.06441855,0.13685283,0.9884946,1,run0
5226,0.08556744,-0.30675796,0.94793344,1,run0
5227,0.09971286,-0.72176194,0.6849212,1,run0
5228,0.09347126,-0.980939,0.17035797,1,run0
5229,0.06343759,-0.9015062,-0.42809144,1,run0
5230,0.029654264,-0.58249956,-0.8122899,1,run0
5231,-0.0011157072,-0.26808748,-0.9633939,1,run0
5232,-0.045937873,-0.029909391,-0.9984965,1,run0
5233,-0.13254441,0.16067483,-0.9780673,1,run0
5234,-0.28877994,0.3263228,-0.90006644,1,run0
5235,-0.51578313,0.435876,-0.7375499,1,run0
5236,-0.7552443,0.41896194,-0.50406045,1,run0
5237,-0.9244943,0.24538809,-0.2917105,1,run0
5238,-0.97684985,-0.032311905,-0.21147196,1,run0
5239,-0.8995128,-0.30465472,-0.3131488,1,run0
5240,-0.70276004,-0.4545376,-0.54728776,1,run0
5241,-0.4431985,-0.42842305,-0.78741914,1,run0
5242,-0.2082522,-0.28469947,-0.9357229,1,run0
5243,-0.034659054,-0.1262745,-0.9913897,1,run0
5244,0.0933259,-0.012881087,-0.9955523,1,run0
5245,0.18808305,0.039406296,-0.9813623,1,run0
5246,0.2401302,0.038815755,-0.9699644,1,run0
5247,0.23472421,0.00907001,-0.9720197,1,run0
5248,0.17355224,-0.023181956,-0.9845518,1,run0
5249,-0.17318614,0.033463072,-0.98432046,1,run0
5250,-0.24334536,0.0005870539,-0.96993953,1,run0
5251,-0.25912637,-0.035121318,-0.96520466,1,run0
5252,-0.21447892,-0.047044963,-0.975595,1,run0
5253,-0.12340092,-0.009133123,-0.9923149,1,run0
5254,0.00027270892,0.08982518,-0.99595755,1,run0
5255,0.1634724,0.23855765,-0.9572706,1,run0
5256,0.3849193,0.38856474,-0.8371706,1,run0
5257,0.6437441,0.44514006,-0.62244993,1,run0
5258,0.85885733,0.3346392,-0.38778955,1,run0
5259,0.9620219,0.087155044,-0.258685,1,run0
5260,0.9340924,-0.18940356,-0.3026511,1,run0
5261,0.78462416,-0.3820703,-0.4882491,1,run0
5262,0.55452836,-0.42693096,-0.7143026,1,run0
5263,0.32234716,-0.339484,-0.8836532,1,run0
5264,0.1541621,-0.18560117,-0.9704567,1,run0
5265,0.05838613,-0.0045790714,-0.9982836,1,run0
5266,0.010606174,0.21894298,-0.97568005,1,run0
5267,-0.01627443,0.5181913,-0.8551099,1,run0
5268,-0.040899135,0.8514389,-0.5228568,1,run0
5269,-0.06389437,0.99652714,0.053397078,1,run0
5270,-0.06981258,0.7913346,0.6073843,1,run0
5271,-0.05728866,0.3912343,0.91850626,1,run0
5272,-0.03662296,-0.0511406,0.99801975,1,run0
5273,-0.0166097,-0.49070603,0.8711669,1,run0
5274,-0.002737836,-0.86562747,0.5006812,1,run0
5275,0.003035189,-0.99602056,-0.08907204,1,run0
5276,0.0026691179,-0.78251475,-0.62262636,1,run0
5277,-0.0028268413,-0.44607148,-0.8949929,1,run0
5278,-0.020785805,-0.17039528,-0.9851566,1,run0
5279,-0.06799857,0.031000918,-0.9972037,1,run0
5280,-0.16806486,0.19296557,-0.96670496,1,run0
5281,-0.33977273,0.32485068,-0.8826248,1,run0
5282,-0.56706876,0.38691223,-0.7271396,1,run0
5283,-0.78295135,0.32428953,-0.53087044,1,run0
5284,-0.91407967,0.13251065,-0.38327456,1,run0
5285,-0.9212275,-0.12153352,-0.36955312,1,run0
5286,-0.7979856,-0.3298298,-0.50441176,1,run0
5287,-0.57497436,-0.40136272,-0.71296036,1,run0
5288,-0.32695886,-0.32746366,-0.8864906,1,run0
5289,-0.12106456,-0.18323949,-0.9755853,1,run0
5290,0.035672262,-0.048352942,-0.99819314,1,run0
5291,0.16200335,0.036776964,-0.98610467,1,run0
5292,0.25866404,0.061117336,-0.96403193,1,run0
5293,0.3062237,0.03599494,-0.95127887,1,run0
5294,0.28885537,-0.010267305,-0.9573177,1,run0
5295,0.21387587,-0.04860167,-0.9756511,1,run0
5296,0.11199197,-0.06528481,-0.9915623,1,run0
5297,0.021475889,-0.061732687,-0.9978616,1,run0
5298,-0.030771634,-0.040088758,-0.9987222,1,run0
5299,-0.03646635,0.00888552,-0.9992954,1,run0
5300,0.002119981,0.10580339,-0.9943848,1,run0
5301,0.087997444,0.27275997,-0.9580493,1,run0
5302,0.23949818,0.50626355,-0.8284551,1,run0
5303,0.46428722,0.71384746,-0.5242701,1,run0
5304,0.6929204,0.71653634,-0.08023176,1,run0
5305,0.8350325,0.4639438,0.29576483,1,run0
5306,0.88949674,0.07674691,0.4504504,1,run0
5307,0.8780035,-0.3179164,0.35782546,1,run0
5308,0.78630424,-0.6158026,0.050129443,1,run0
5309,0.5952102,-0.7127681,-0.3710613,1,run0
5310,0.3578936,-0.58343476,-0.72905153,1,run0
5311,0.17066237,-0.34289342,-0.9237416,1,run0
5312,0.055844,-0.09672692,-0.9937431,1,run0
5313,-0.021879194,0.15092222,-0.9883035,1,run0
5314,-0.10776221,0.43781778,-0.8925822,1,run0
5315,-0.23708387,0.74679464,-0.62136066,1,run0
5316,-0.3929494,0.9107724,-0.12682432,1,run0
5317,-0.49339417,0.76986504,0.4048086,1,run0
5318,-0.5158383,0.41397676,0.7500227,1,run0
5319,-0.50083005,-0.015456452,0.86540765,1,run0
5320,-0.4737747,-0.45173523,0.7559582,1,run0
5321,-0.42236426,-0.815541,0.39560252,1,run0
5322,-0.3151887,-0.9348134,-0.16364637,1,run0
5323,-0.17898163,-0.7350521,-0.6539602,1,run0
5324,-0.08055874,-0.4274287,-0.9004527,1,run0
5325,-0.03422703,-0.18431069,-0.9822719,1,run0
5326,-0.03385272,-0.024245892,-0.9991327,1,run0
5327,-0.082358584,0.082851745,-0.99315286,1,run0
5328,-0.18663567,0.15774767,-0.9696818,1,run0
5329,-0.339278,0.19527288,-0.92019504,1,run0
5330,-0.5027496,0.17277408,-0.8469899,1,run0
5331,-0.61933047,0.08059165,-0.7809832,1,run0
5332,-0.64178616,-0.051786512,-0.76513314,1,run0
5333,-0.5574406,-0.1622165,-0.8142148,1,run0
5334,-0.39534825,-0.19485156,-0.8976261,1,run0
5335,-0.20852502,-0.13870953,-0.96813065,1,run0
5336,-0.03146639,-0.027536143,-0.9991254,1,run0
5337,0.14020002,0.08995193,-0.98602873,1,run0
5338,0.31874055,0.16637622,-0.9331256,1,run0
5339,0.48473603,0.16449526,-0.85905313,1,run0
5340,0.5901582,0.08169458,-0.8031434,1,run0
5341,0.5978161,-0.039479382,-0.80066055,1,run0
5342,0.5082853,-0.13877346,-0.8499341,1,run0
5343,0.3595458,-0.17806348,-0.9159805,1,run0
5344,0.2073285,-0.1570359,-0.9655851,1,run0
5345,0.09501572,-0.095103696,-0.99092245,1,run0
5346,0.036995336,-0.0011606353,-0.9993148,1,run0
5347,0.02898332,0.14052671,-0.9896526,1,run0
5348,0.066873744,0.3603826,-0.93040437,1,run0
5349,0.15635735,0.6595161,-0.73524886,1,run0
5350,0.29270682,0.9074417,-0.3014504,1,run0
5351,0.41536343,0.86913437,0.26847476,1,run0
5352,0.47644317,0.5465233,0.68870485,1,run0
5353,0.50253624,0.116632916,0.85665286,1,run0
5354,0.5162587,-0.32145667,0.7938152,1,run0
5355,0.5018208,-0.7063472,0.49924904,1,run0
5356,0.4177035,-0.9085432,-0.0085445875,1,run0
5357,0.2662527,-0.8002967,-0.5372473,1,run0
5358,0.12770198,-0.49918044,-0.85703623,1,run0
5359,0.034485318,-0.19957079,-0.9792764,1,run0
5360,-0.04417582,0.055625394,-0.99747396,1,run0
5361,-0.15436962,0.3007806,-0.9411169,1,run0
5362,-0.33547708,0.5421516,-0.7704069,1,run0
5363,-0.57635105,0.6889086,-0.43957305,1,run0
5364,-0.78509396,0.6187853,-0.027058601,1,run0
5365,-0.89519984,0.3382704,0.29015586,1,run0
5366,-0.91696006,-0.049928807,0.3958426,1,run0
5367,-0.8644573,-0.43430287,0.25316924,1,run0
5368,-0.7190257,-0.6865552,-0.10790761,1,run0
5369,-0.48437697,-0.6912318,-0.5362626,1,run0
5370,-0.25090846,-0.4941804,-0.8323645,1,run0
5371,-0.09042477,-0.26664022,-0.9595449,1,run0
5372,0.0035546217,-0.10250234,-0.9947264,1,run0
5373,0.049892582,-0.008687492,-0.99871683,1,run0
5374,0.05169584,0.035417054,-0.99803466,1,run0
5375,0.0064578233,0.051224474,-0.9986663,1,run0
5376,-0.07746844,0.050384227,-0.9957209,1,run0
5377,-0.46549472,0.12575652,-0.87607074,1,run0
5378,-0.5531515,0.03659216,-0.83227664,1,run0
5379,-0.5481304,-0.07269818,-0.8332275,1,run0
5380,-0.4491935,-0.14593934,-0.88143456,1,run0
5381,-0.29144844,-0.14283986,-0.9458618,1,run0
5382,-0.11867422,-0.06466363,-0.9908255,1,run0
5383,0.053607117,0.05428791,-0.9970853,1,run0
5384,0.238361,0.16638024,-0.9568185,1,run0
5385,0.4360281,0.21840237,-0.8730292,1,run0
5386,0.60514444,0.17356764,-0.7769649,1,run0
5387,0.6888158,0.046298914,-0.7234565,1,run0
5388,0.6587797,-0.10015535,-0.7456395,1,run0
5389,0.5305739,-0.19780841,-0.8242349,1,run0
5390,0.35556838,-0.21608739,-0.909328,1,run0
5391,0.19537054,-0.1678472,-0.96625966,1,run0
5392,0.087870724,-0.079004996,-0.99299395,1,run0
5393,0.03804043,0.04563492,-0.9982337,1,run0
5394,0.03680302,0.22963104,-0.9725817,1,run0
5395,0.07946434,0.5010685,-0.8617517,1,run0
5396,0.16752633,0.8160923,-0.5531078,1,run0
5397,0.2772382,0.9607863,-0.0053645587,1,run0
5398,0.3508112,0.76691437,0.5373768,1,run0
5399,0.3835065,0.37098196,0.8457513,1,run0
5400,0.403462,-0.07159106,0.91219145,1,run0
5401,0.41479644,-0.5015248,0.7592212,1,run0
5402,0.39058474,-0.843692,0.36827624,1,run0
5403,0.2976908,-0.93377495,-0.19860652,1,run0
5404,0.1693468,-0.71443784,-0.67889637,1,run0
5405,0.069934204,-0.39076784,-0.9178288,1,run0
5406,-0.0013414047,-0.11111224,-0.993807,1,run0
5407,-0.08144423,0.12514521,-0.98879,1,run0
5408,-0.2129519,0.35325626,-0.91096735,1,run0
5409,-0.4226948,0.5562921,-0.71544975,1,run0
5410,-0.6724091,0.6325741,-0.38433844,1,run0
5411,-0.8663225,0.49896386,-0.022811994,1,run0
5412,-0.95796555,0.19239715,0.21280348,1,run0
5413,-0.955603,-0.18415412,0.23002215,1,run0
5414,-0.85931367,-0.5113002,0.0123356795,1,run0
5415,-0.6581078,-0.65996134,-0.3624157,1,run0
5416,-0.3997342,-0.5754879,-0.71346074,1,run0
5417,-0.18350832,-0.36728168,-0.9118272,1,run0
5418,-0.042473704,-0.17515619,-0.9836241,1,run0
5419,0.043382123,-0.04955154,-0.99782896,1,run0
5420,0.0874094,0.014234603,-0.9960708,1,run0
5421,0.087139085,0.036546137,-0.9955256,1,run0
5422,0.039667662,0.03770701,-0.99850124,1,run0
5423,-0.04354908,0.029008374,-0.9986301,1,run0
5424,-0.13372453,0.011417758,-0.9909528,1,run0
5425,-0.19599612,-0.01438458,-0.9804992,1,run0
5426,-0.20682015,-0.03627948,-0.97770613,1,run0
5427,-0.16367416,-0.030948285,-0.9860289,1,run0
5428,-0.07868538,0.024245298,-0.9966046,1,run0
5429,0.0412125,0.1395814,-0.9893526,1,run0
5430,0.20972134,0.3025349,-0.92977935,1,run0
5431,0.4435636,0.45430076,-0.7725685,1,run0
5432,0.7054734,0.48610482,-0.5157609,1,run0
5433,0.9052956,0.3337525,-0.262772,1,run0
5434,0.98769397,0.052059215,-0.14748059,1,run0
5435,0.9448903,-0.23998497,-0.2226872,1,run0
5436,0.78657544,-0.4314815,-0.44172716,1,run0
5437,0.5509241,-0.46387535,-0.6937596,1,run0
5438,0.31692457,-0.36037228,-0.8773202,1,run0
5439,0.15000612,-0.19441834,-0.9693811,1,run0
5440,0.055400904,-0.0070464886,-0.9984393,1,run0
5441,0.0064718733,0.21864319,-0.9757834,1,run0
5442,-0.025287973,0.5172368,-0.85546863,1,run0
5443,-0.059424683,0.8486619,-0.525587,1,run0
5444,-0.093456835,0.9945409,0.04641326,1,run0
5445,-0.10420725,0.7938068,0.5991758,1,run0
5446,-0.089198165,0.39808518,0.9130016,1,run0
5447,-0.06278677,-0.041141704,0.9971786,1,run0
5448,-0.036846522,-0.4790467,0.8770157,1,run0
5449,-0.017919121,-0.8567102,0.5154867,1,run0
5450,-0.007315877,-0.9975717,-0.06926151,1,run0
5451,-0.0030609905,-0.79324716,-0.60889214,1,run0
5452,-0.005108213,-0.45747593,-0.8892073,1,run0
5453,-0.02031259,-0.17947172,-0.9835534,1,run0
5454,-0.06430001,0.023815336,-0.9976464,1,run0
5455,-0.16001467,0.1877577,-0.96909356,1,run0
5456,-0.32731345,0.32435685,-0.8875013,1,run0
5457,-0.5537476,0.3957891,-0.7326081,1,run0
5458,-0.77484345,0.34416997,-0.5302496,1,run0
5459,-0.9159151,0.15842597,-0.36878285,1,run0
5460,-0.935466,-0.099887505,-0.33900723,1,run0
5461,-0.82406455,-0.32319883,-0.46525288,1,run0
5462,-0.6066228,-0.41322723,-0.6791554,1,run0
5463,-0.35486427,-0.35014176,-0.86687493,1,run0
5464,-0.14225397,-0.20599775,-0.9681574,1,run0
5465,0.017803079,-0.065794535,-0.99767435,1,run0
5466,0.14440057,0.026264042,-0.98917073,1,run0
5467,0.24168658,0.057839964,-0.968629,1,run0
5468,0.29253918,0.038729873,-0.9554689,1,run0
5469,0.2805652,-0.0043690093,-0.95982504,1,run0
5470,0.21073678,-0.04261353,-0.9766136,1,run0
5471,0.11178594,-0.06101337,-0.9918575,1,run0
5472,0.021691626,-0.05958613,-0.99798745,1,run0
5473,-0.03158743,-0.039937366,-0.9987028,1,run0
5474,-0.03864995,0.0070901737,-0.99922764,1,run0
5475,-0.0014721769,0.10211362,-0.99477166,1,run0
5476,0.08235885,0.2678151,-0.95994383,1,run0
5477,0.23038566,0.5026153,-0.83324695,1,run0
5478,0.45115328,0.7172294,-0.531077,1,run0
5479,0.6776924,0.7307872,-0.081750765,1,run0
5480,0.81870556,0.48476332,0.30777547,1,run0
5481,0.8726224,0.09656297,0.47875443,1,run0
5482,0.86359733,-0.30694234,0.39998257,1,run0
5483,0.77833444,-0.62040794,0.09638214,1,run0
5484,0.59338933,-0.7312318,-0.336436,1,run0
5485,0.3575685,-0.6029181,-0.7131862,1,run0
5486,0.1694292,-0.35394686,-0.919791,1,run0
5487,0.05265748,-0.09889221,-0.99370396,1,run0
5488,-0.029834256,0.15519644,-0.987433,1,run0
5489,-0.12596282,0.4443853,-0.8869358,1,run0
5490,-0.2717107,0.7454662,-0.60864896,1,run0
5491,-0.4434475,0.88879067,-0.11578218,1,run0
5492,-0.5532237,0.7307232,0.3999839,1,run0
5493,-0.58219856,0.36668953,0.7256608,1,run0
5494,-0.5724896,-0.06743492,0.81713414,1,run0
5495,-0.5451419,-0.4998121,0.67305887,1,run0
5496,-0.47880936,-0.8333716,0.27610403,1,run0
5497,-0.3432786,-0.89636546,-0.28051528,1,run0
5498,-0.18668783,-0.66793543,-0.7204234,1,run0
5499,-0.079918884,-0.37240914,-0.9246212,1,run0
5500,-0.030350527,-0.15099414,-0.98806864,1,run0
5501,-0.029221188,-0.00950103,-0.9995278,1,run0
5502,-0.07809123,0.08141289,-0.99361646,1,run0
5503,-0.18043587,0.1396313,-0.9736252,1,run0
5504,-0.32317185,0.16000961,-0.93271476,1,run0
5505,-0.76721,0.26717585,-0.58310026,1,run0
5506,-0.8784892,0.07955758,-0.4710916,1,run0
5507,-0.8622103,-0.14914636,-0.4840959,1,run0
5508,-0.71839017,-0.31561396,-0.6199221,1,run0
5509,-0.49085376,-0.34765622,-0.79887277,1,run0
5510,-0.2562971,-0.2570232,-0.9317998,1,run0
5511,-0.063974686,-0.11812984,-0.9909352,1,run0
5512,0.09099835,0.0019604973,-0.99584913,1,run0
5513,0.22322935,0.06803111,-0.97238904,1,run0
5514,0.32284057,0.07037764,-0.9438331,1,run0
5515,0.36375013,0.024849877,-0.93116504,1,run0
5516,0.33192015,-0.034136035,-0.94268966,1,run0
5517,0.24193433,-0.074844256,-0.96740174,1,run0
5518,0.13141659,-0.08521153,-0.9876582,1,run0
5519,0.04037676,-0.06915423,-0.99678856,1,run0
5520,-0.007833302,-0.028959021,-0.9995499,1,run0
5521,-0.008739372,0.0470072,-0.9988563,1,run0
5522,0.03601174,0.1825891,-0.9825296,1,run0
5523,0.1343979,0.39792314,-0.907521,1,run0
5524,0.3040965,0.6602972,-0.6866825,1,run0
5525,0.52298856,0.8110743,-0.2619952,1,run0
5526,0.6946594,0.68492424,0.21983424,1,run0
5527,0.7763344,0.33849958,0.53171694,1,run0
5528,0.7994368,-0.08290237,0.59500253,1,run0
5529,0.7747339,-0.47735643,0.4146302,1,run0
5530,0.67117673,-0.74090827,0.024018064,1,run0
5531,0.47388867,-0.7590316,-0.44643095,1,run0
5532,0.26005223,-0.5514352,-0.7926488,1,run0
5533,0.10938813,-0.27753156,-0.95446867,1,run0
5534,0.014142463,-0.020792184,-0.9996838,1,run0
5535,-0.0710507,0.23772003,-0.96873164,1,run0
5536,-0.19359337,0.52722865,-0.8273763,1,run0
5537,-0.3757877,0.7844856,-0.4933214,1,run0
5538,-0.5592588,0.8289578,0.007659836,1,run0
5539,-0.6582826,0.5973976,0.45801774,1,run0
5540,-0.680244,0.21048841,0.70211303,1,run0
5541,-0.6657684,-0.22194813,0.71238434,1,run0
5542,-0.6200194,-0.6228213,0.47714737,1,run0
5543,-0.50856143,-0.8609542,0.011097176,1,run0
5544,-0.32764608,-0.7980662,-0.50570595,1,run0
5545,-0.16161376,-0.5307205,-0.83199567,1,run0
5546,-0.060533255,-0.2704981,-0.96081555,1,run0
5547,-0.0155553995,-0.0931302,-0.99553245,1,run0
5548,-0.017164296,0.0153414365,-0.999735,1,run0
5549,-0.06726567,0.08229645,-0.9943353,1,run0
5550,-0.16643158,0.121492095,-0.9785398,1,run0
5551,-0.29747093,0.12767118,-0.94615597,1,run0
5552,-0.41993773,0.08873621,-0.90320444,1,run0
