site,mx,my,mz,atom,run
871,0.043287944,0.62522787,-0.7792408,1,run1
872,0.084534585,0.9266739,-0.3662368,1,run1
873,0.12607844,0.96314526,0.23760363,1,run1
874,0.14541908,0.67415315,0.72413456,1,run1
875,0.1502237,0.25085664,0.9562969,1,run1
876,0.15243627,-0.1937689,0.96913195,1,run1
877,0.15205604,-0.6231481,0.7671802,1,run1
878,0.13711768,-0.9403782,0.3112679,1,run1
879,0.09699633,-0.9500381,-0.2966804,1,run1
880,0.050229665,-0.66395795,-0.74608094,1,run1
881,0.01275635,-0.33446178,-0.94232297,1,run1
882,-0.029179277,-0.07569484,-0.996704,1,run1
883,-0.10398863,0.13207583,-0.9857699,1,run1
884,-0.24428849,0.32121956,-0.9149541,1,run1
885,-0.4649388,0.4700644,-0.7502475,1,run1
886,-0.7184086,0.49486786,-0.4888711,1,run1
887,-0.9126414,0.34096295,-0.22545476,1,run1
888,-0.99438655,0.053122442,-0.09150675,1,run1
889,-0.9532692,-0.25818178,-0.1569077,1,run1
890,-0.79114157,-0.46855408,-0.39313108,1,run1
891,-0.5407924,-0.49616355,-0.6792388,1,run1
892,-0.285793,-0.36878464,-0.8844887,1,run1
893,-0.090100005,-0.19622406,-0.97641087,1,run1
894,0.047819827,-0.06051181,-0.9970213,1,run1
895,0.14467716,0.013224148,-0.98939055,1,run1
896,0.19882387,0.031427763,-0.97953117,1,run1
897,-0.0066559026,0.05726794,-0.9983367,1,run1
898,-0.09376144,0.069222935,-0.9931853,1,run1
899,-0.20151433,0.06035072,-0.97762454,1,run1
900,-0.29008168,0.026521366,-0.95663434,1,run1
901,-0.32296553,-0.021970663,-0.9461557,1,run1
902,-0.28639975,-0.056218468,-0.9564594,1,run1
903,-0.19271931,-0.044050734,-0.98026466,1,run1
904,-0.063282825,0.030617066,-0.9975259,1,run1
905,0.096787326,0.1593825,-0.9824609,1,run1
906,0.30211797,0.30377993,-0.9035721,1,run1
907,0.54863125,0.3880419,-0.74055874,1,run1
908,0.77676725,0.33536685,-0.5330683,1,run1
909,0.91248703,0.14154518,-0.38383904,1,run1
910,0.91913235,-0.11305958,-0.37737668,1,run1
911,0.7968224,-0.31764743,-0.51397884,1,run1
912,0.5809082,-0.3929563,-0.7128331,1,run1
913,0.34754506,-0.33500367,-0.8757768,1,run1
914,0.17062129,-0.20204231,-0.9644,1,run1
915,0.068843454,-0.040327605,-0.99681205,1,run1
916,0.023283876,0.15716541,-0.9872978,1,run1
917,0.010808426,0.4267223,-0.9043181,1,run1
918,0.015766712,0.76223314,-0.64711046,1,run1
919,0.028290581,0.9914996,-0.12699692,1,run1
920,0.038517613,0.8820248,0.46962604,1,run1
921,0.043150872,0.5155153,0.85579324,1,run1
922,0.04586274,0.077580385,0.9959307,1,run1
923,0.048316177,-0.36508387,0.92972,1,run1
924,0.048342377,-0.77109283,0.63488483,1,run1
925,0.041123375,-0.9948986,0.09211759,1,run1
926,0.026285892,-0.869557,-0.49313265,1,run1
927,0.0107562365,-0.54047734,-0.8412898,1,run1
928,-0.008495871,-0.23882847,-0.97102463,1,run1
929,-0.047876947,-0.014232315,-0.9987519,1,run1
930,-0.13260166,0.16760603,-0.97689563,1,run1
931,-0.2890814,0.32851684,-0.89917105,1,run1
932,-0.51748496,0.43433654,-0.737266,1,run1
933,-0.7571219,0.4121493,-0.50685245,1,run1
934,-0.9235059,0.23465218,-0.3034389,1,run1
935,-0.9711199,-0.039832376,-0.23524377,1,run1
936,-0.8897572,-0.3009735,-0.34314293,1,run1
937,-0.69289863,-0.43922722,-0.5718137,1,run1
938,-0.43680894,-0.41020522,-0.80058086,1,run1
939,-0.20330656,-0.27091572,-0.94088846,1,run1
940,-0.027259678,-0.117715865,-0.9926731,1,run1
941,0.104806334,-0.008548255,-0.99445593,1,run1
942,0.20298357,0.040000077,-0.9783648,1,run1
943,0.2565811,0.0361456,-0.9658466,1,run1
944,0.25039107,0.004337037,-0.96813506,1,run1
945,0.18585701,-0.027860899,-0.9821817,1,run1
946,0.087898165,-0.04524784,-0.9951013,1,run1
947,-0.0056979107,-0.047912396,-0.99883527,1,run1
948,-0.06358076,-0.03858573,-0.99723047,1,run1
949,-0.072788805,-0.009220034,-0.99730474,1,run1
950,-0.035020843,0.060001086,-0.9975838,1,run1
951,0.048063733,0.19127011,-0.98036,1,run1
952,0.18936384,0.39065555,-0.9008494,1,run1
953,0.40563983,0.60408556,-0.6859569,1,run1
954,0.6571554,0.6854904,-0.31344795,1,run1
955,0.8449469,0.52912015,0.0780809,1,run1
956,0.93094236,0.19447158,0.3090746,1,run1
957,0.9327712,-0.19426371,0.30364358,1,run1
958,0.85006946,-0.5221967,0.06850196,1,run1
959,0.6659091,-0.67595977,-0.31566352,1,run1
960,0.41912746,-0.60051477,-0.6809656,1,run1
961,0.21024854,-0.38463464,-0.8988057,1,run1
962,0.08116235,-0.14766549,-0.98570156,1,run1
963,0.0049517285,0.08793332,-0.9961141,1,run1
964,-0.060187932,0.360617,-0.93077,1,run1
965,-0.15105757,0.68328416,-0.7143559,1,run1
966,-0.27487826,0.92671156,-0.2562179,1,run1
967,-0.37478742,0.87079424,0.3182007,1,run1
968,-0.41049132,0.5436666,0.73206794,1,run1
969,-0.41060603,0.11788011,0.9041609,1,run1
970,-0.4016571,-0.3220707,0.85728765,1,run1
971,-0.3790238,-0.72349215,0.5769749,1,run1
972,-0.3117566,-0.94831395,0.059232347,1,run1
973,-0.19661151,-0.84372294,-0.4994752,1,run1
974,-0.09517937,-0.5391817,-0.83679384,1,run1
975,-0.040473882,-0.26034474,-0.964667,1,run1
976,-0.031068444,-0.068134844,-0.9971922,1,run1
977,-0.06966711,0.06304592,-0.995576,1,run1
978,-0.16652817,0.16110371,-0.97278666,1,run1
979,-0.32317775,0.2258151,-0.9190014,1,run1
980,-0.50906205,0.2286088,-0.82981557,1,run1
981,-0.66196644,0.14593895,-0.73518854,1,run1
982,-0.72317237,-0.0023825183,-0.6906635,1,run1
983,-0.6674278,-0.15111813,-0.72918,1,run1
984,-0.51235855,-0.22798416,-0.8279565,1,run1
985,-0.31058303,-0.20245148,-0.92873657,1,run1
986,-0.11390769,-0.10125262,-0.9883182,1,run1
987,0.06439409,0.021276534,-0.99769765,1,run1
988,0.236578,0.11454709,-0.96483666,1,run1
989,0.39808416,0.14137603,-0.90638936,1,run1
990,0.51388955,0.09110224,-0.85300523,1,run1
991,0.54530716,-0.008023749,-0.8381979,1,run1
992,0.48166102,-0.10305245,-0.8702774,1,run1
993,0.3502199,-0.15138431,-0.9243532,1,run1
994,0.20328419,-0.14414318,-0.96845144,1,run1
995,0.088656455,-0.09713052,-0.9913151,1,run1
996,0.027056789,-0.021720797,-0.99939793,1,run1
997,0.017459229,0.09331962,-0.9954831,1,run1
998,0.05588198,0.27664104,-0.9593472,1,run1
999,0.14873154,0.54439664,-0.825537,1,run1
1000,0.30133444,0.8195575,-0.48736346,1,run1
1001,0.46284428,0.8852854,0.045221634,1,run1
1002,0.5535335,0.6468732,0.52455294,1,run1
1003,0.58128023,0.24567203,0.77573097,1,run1
1004,0.58398753,-0.19336435,0.78839636,1,run1
1005,0.5633728,-0.6026273,0.5652005,1,run1
1006,0.4829849,-0.8688738,0.10855415,1,run1
1007,0.32641026,-0.8396703,-0.43406224,1,run1
1008,0.16732654,-0.568109,-0.805763,1,run1
1009,0.059902176,-0.26238295,-0.9631027,1,run1
1010,-0.017357381,0.0012731537,-0.99984854,1,run1
1011,-0.109709665,0.2530397,-0.96121526,1,run1
1012,-0.26185486,0.5174566,-0.81465983,1,run1
1013,-0.4846743,0.7218665,-0.49396312,1,run1
1014,-0.7011134,0.7115584,-0.046094943,1,run1
1015,-0.82585317,0.4560646,0.33161965,1,run1
1016,-0.8644411,0.06679311,0.49827722,1,run1
1017,-0.8423647,-0.34194744,0.41652548,1,run1
1018,-0.74583316,-0.6590048,0.097188875,1,run1
1019,-0.5513167,-0.75386524,-0.35740316,1,run1
1020,-0.3151691,-0.6002789,-0.73507386,1,run1
1021,-0.13349572,-0.35629633,-0.92478746,1,run1
1022,-0.024783928,-0.15980041,-0.98683816,1,run1
1023,0.029240435,-0.038800627,-0.99881905,1,run1
1024,0.035954148,0.025610859,-0.99902517,1,run1
1025,-0.16713184,0.14813629,-0.97474235,1,run1
1026,-0.31793725,0.19287094,-0.92828697,1,run1
1027,-0.48529443,0.17796469,-0.8560478,1,run1
1028,-0.60884947,0.09103962,-0.7880445,1,run1
1029,-0.6381815,-0.039430946,-0.76887554,1,run1
1030,-0.55913997,-0.15066707,-0.815268,1,run1
1031,-0.39943033,-0.18561445,-0.8977765,1,run1
1032,-0.21016264,-0.1312796,-0.96881235,1,run1
1033,-0.02583917,-0.019947039,-0.9994671,1,run1
1034,0.15536547,0.09785307,-0.98299867,1,run1
1035,0.34189305,0.17143548,-0.92396915,1,run1
1036,0.5109274,0.16284566,-0.84405833,1,run1
1037,0.61379915,0.07162667,-0.7862062,1,run1
1038,0.6141552,-0.056208085,-0.787181,1,run1
1039,0.51394296,-0.1568102,-0.8433701,1,run1
1040,0.35468227,-0.19074719,-0.91532284,1,run1
1041,0.19702773,-0.16069949,-0.96713793,1,run1
1042,0.08555677,-0.09033569,-0.99222964,1,run1
1043,0.031935405,0.010925826,-0.99943024,1,run1
1044,0.029917235,0.16124795,-0.9864603,1,run1
1045,0.075576566,0.39164302,-0.91700816,1,run1
1046,0.1746976,0.6940801,-0.6983792,1,run1
1047,0.3157918,0.9182093,-0.23909661,1,run1
1048,0.4291561,0.8428326,0.32474324,1,run1
1049,0.4748189,0.5052644,0.7205934,1,run1
1050,0.48513958,0.07476517,0.87123466,1,run1
1051,0.48383915,-0.3634567,0.79611486,1,run1
1052,0.4572827,-0.7463651,0.48356143,1,run1
1053,0.36796656,-0.9287274,-0.04545373,1,run1
1054,0.22563852,-0.788334,-0.57237816,1,run1
1055,0.10450904,-0.47560388,-0.8734293,1,run1
1056,0.024278518,-0.18128622,-0.9831306,1,run1
1057,-0.047429882,0.06602317,-0.9966902,1,run1
1058,-0.15432785,0.30593094,-0.9394622,1,run1
1059,-0.3345359,0.5452068,-0.7686581,1,run1
1060,-0.5770329,0.69002664,-0.4369167,1,run1
1061,-0.78855395,0.6144002,-0.026365846,1,run1
1062,-0.90156233,0.32893038,0.28105208,1,run1
1063,-0.92626584,-0.057185736,0.3725069,1,run1
1064,-0.875118,-0.43089095,0.22023049,1,run1
1065,-0.7293684,-0.6702964,-0.13683784,1,run1
1066,-0.49417698,-0.6726175,-0.5507948,1,run1
1067,-0.25752702,-0.48325077,-0.8367488,1,run1
1068,-0.09139864,-0.26272908,-0.960531,1,run1
1069,0.008468031,-0.10261972,-0.99468464,1,run1
1070,0.0601397,-0.011274008,-0.99812627,1,run1
1071,0.06634985,0.031450666,-0.9973006,1,run1
1072,0.023712745,0.04773604,-0.9985784,1,run1
1073,-0.061088543,0.050115507,-0.99687344,1,run1
1074,-0.16267075,0.038365826,-0.98593414,1,run1
1075,-0.24325527,0.009453636,-0.9699163,1,run1
1076,-0.27107134,-0.027237764,-0.9621738,1,run1
1077,-0.235947,-0.04652108,-0.97065175,1,run1
1078,-0.14953957,-0.020498043,-0.9885433,1,run1
1079,-0.02795891,0.06538747,-0.9974682,1,run1
1080,0.13009095,0.20369142,-0.97035366,1,run1
1081,0.3414469,0.3536926,-0.8708132,1,run1
1082,0.5949839,0.430939,-0.6784437,1,run1
1083,0.8207986,0.35593134,-0.44676897,1,run1
1084,0.94667125,0.13566263,-0.2922483,1,run1
1085,0.94441724,-0.1384112,-0.298192,1,run1
1086,0.8167696,-0.35249883,-0.45676252,1,run1
1087,0.59615546,-0.42776662,-0.6794221,1,run1
1088,0.35732204,-0.36246192,-0.86078006,1,run1
1089,0.17595573,-0.22056669,-0.95936954,1,run1
1090,0.07116306,-0.053534303,-0.9960271,1,run1
1091,0.02284258,0.14394882,-0.9893215,1,run1
1092,0.0064921584,0.4092534,-0.9123976,1,run1
1093,0.005162817,0.74304587,-0.6692205,1,run1
1094,0.00979234,0.9863818,-0.1641796,1,run1
1095,0.015875554,0.8993923,0.43685395,1,run1
1096,0.022659607,0.5438929,0.8388486,1,run1
1097,0.031097757,0.10952746,0.9934972,1,run1
1098,0.040000435,-0.33149487,0.94260865,1,run1
1099,0.04540056,-0.74223477,0.66860026,1,run1
1100,0.041587427,-0.9887474,0.14369749,1,run1
1101,0.027755424,-0.892164,-0.45085818,1,run1
1102,0.012089308,-0.56951743,-0.8218903,1,run1
1103,-0.006392204,-0.26135117,-0.9652226,1,run1
1104,-0.042919066,-0.030464808,-0.998614,1,run1
1105,-0.12210814,0.15549964,-0.98025984,1,run1
1106,-0.2713033,0.32223827,-0.9069493,1,run1
1107,-0.49553275,0.4406537,-0.7485129,1,run1
1108,-0.73959017,0.43574333,-0.512966,1,run1
1109,-0.91736597,0.27053007,-0.29198143,1,run1
1110,-0.97978956,-0.004558637,-0.19997907,1,run1
1111,-0.91473633,-0.28155762,-0.28979772,1,run1
1112,-0.7304264,-0.4452931,-0.51787204,1,run1
1113,-0.4753197,-0.43676293,-0.7637469,1,run1
1114,-0.23355351,-0.30236468,-0.9241365,1,run1
1115,-0.05031227,-0.14289713,-0.988458,1,run1
1116,0.08484329,-0.024127947,-0.99610215,1,run1
1117,0.18524654,0.03393519,-0.9821059,1,run1
1118,0.24339183,0.037639327,-0.96919745,1,run1
1119,0.24411182,0.009806086,-0.9696975,1,run1
1120,0.18629709,-0.022146612,-0.98224384,1,run1
1121,0.09216904,-0.04137073,-0.9948836,1,run1
1122,-0.0012582839,-0.04609173,-0.9989365,1,run1
1123,-0.06135728,-0.03843183,-0.99737567,1,run1
1124,-0.07343649,-0.010725102,-0.9972422,1,run1
1125,-0.038374502,0.05665208,-0.9976562,1,run1
1126,0.041768815,0.18660854,-0.98154604,1,run1
1127,0.1789059,0.38732696,-0.9044172,1,run1
1128,0.39027157,0.60820484,-0.6912126,1,run1
1129,0.63914233,0.70242727,-0.313198,1,run1
1130,0.826392,0.5552282,0.09379728,1,run1
1131,0.9124859,0.22094138,0.3443174,1,run1
1132,0.9174774,-0.1764755,0.35649893,1,run1
1133,0.84302264,-0.5219845,0.12978828,1,run1
1134,0.6680844,-0.6956337,-0.2641155,1,run1
1135,0.42399994,-0.6275656,-0.652982,1,run1
1136,0.21270293,-0.4040075,-0.88968277,1,run1
1137,0.08034625,-0.15554306,-0.98455614,1,run1
1138,-0.0008066623,0.089474656,-0.9959887,1,run1
1139,-0.07578961,0.36809352,-0.9266947,1,run1
1140,-0.18430288,0.68832755,-0.70159644,1,run1
1141,-0.32974565,0.9133914,-0.23871318,1,run1
1142,-0.4439465,0.8357486,0.3231653,1,run1
1143,-0.48636946,0.49848068,0.7176083,1,run1
1144,-0.4903853,0.06749239,0.86888844,1,run1
1145,-0.4820933,-0.3733842,0.7925719,1,run1
1146,-0.44981787,-0.7572264,0.4735737,1,run1
1147,-0.35675344,-0.93210864,-0.062452797,1,run1
1148,-0.21474172,-0.7825945,-0.5843217,1,run1
1149,-0.09954196,-0.47834212,-0.8725137,1,run1
1150,-0.039431486,-0.21990304,-0.97472453,1,run1
1151,-0.028965559,-0.04722766,-0.9984641,1,run1
1152,-0.06916238,0.067343466,-0.9953298,1,run1
1153,-0.29747647,0.30929118,-0.9032423,1,run1
1154,-0.52286285,0.3955584,-0.7550815,1,run1
1155,-0.75297236,0.35864356,-0.5517313,1,run1
1156,-0.9060292,0.1806637,-0.38271612,1,run1
1157,-0.93575877,-0.07650584,-0.3442419,1,run1
1158,-0.8327941,-0.3032403,-0.46314076,1,run1
1159,-0.62132764,-0.40096363,-0.67318654,1,run1
1160,-0.3688818,-0.34654617,-0.86245704,1,run1
1161,-0.14859007,-0.20634432,-0.9671313,1,run1
1162,0.02095916,-0.06602101,-0.99759805,1,run1
1163,0.15542506,0.026062485,-0.9875038,1,run1
1164,0.25742763,0.05566176,-0.9646931,1,run1
1165,0.30908918,0.033236645,-0.9504521,1,run1
1166,0.2939992,-0.012498636,-0.95572394,1,run1
1167,0.2182442,-0.050783217,-0.974572,1,run1
1168,0.1130618,-0.066321746,-0.991372,1,run1
1169,0.01911973,-0.06059658,-0.9979792,1,run1
1170,-0.034707375,-0.036650266,-0.99872524,1,run1
1171,-0.03959441,0.014859925,-0.99910533,1,run1
1172,0.002142513,0.11576649,-0.9932741,1,run1
1173,0.093468,0.2887194,-0.9528404,1,run1
1174,0.25158966,0.52657616,-0.8120469,1,run1
1175,0.4776973,0.72826123,-0.4913663,1,run1
1176,0.694817,0.71817076,-0.038212284,1,run1
1177,0.82011217,0.4594152,0.34110653,1,run1
1178,0.86119246,0.06848448,0.50364417,1,run1
1179,0.84302527,-0.33752063,0.41879392,1,run1
1180,0.75076383,-0.6524582,0.10320788,1,run1
1181,0.5607077,-0.7524689,-0.34553945,1,run1
1182,0.32838872,-0.60413784,-0.7260705,1,run1
1183,0.15136343,-0.34513038,-0.926269,1,run1
1184,0.044437613,-0.090694815,-0.9948868,1,run1
1185,-0.03164932,0.15945563,-0.9866977,1,run1
1186,-0.12330175,0.4456243,-0.886688,1,run1
1187,-0.26570222,0.7469155,-0.609524,1,run1
1188,-0.43714994,0.89195514,-0.115394406,1,run1
1189,-0.5511719,0.73175186,0.40093482,1,run1
1190,-0.5884716,0.36512294,0.72137815,1,run1
1191,-0.58955353,-0.066997714,0.8049459,1,run1
1192,-0.5717858,-0.492334,0.65625316,1,run1
1193,-0.50981456,-0.8187534,0.26406822,1,run1
1194,-0.37099966,-0.88510156,-0.28098843,1,run1
1195,-0.2043312,-0.667197,-0.7163078,1,run1
1196,-0.08682774,-0.37767223,-0.9218593,1,run1
1197,-0.028453453,-0.15856475,-0.9869385,1,run1
1198,-0.019214781,-0.018416904,-0.9996457,1,run1
1199,-0.059768595,0.07233121,-0.99558824,1,run1
1200,-0.154976,0.1339794,-0.9787911,1,run1
1201,-0.29603934,0.16335632,-0.94110334,1,run1
1202,-0.44620734,0.14142564,-0.8836843,1,run1
1203,-0.5507675,0.061147716,-0.8324158,1,run1
1204,-0.5666406,-0.049578592,-0.8224721,1,run1
1205,-0.48497477,-0.13592468,-0.8639004,1,run1
1206,-0.33442298,-0.15136263,-0.9301885,1,run1
1207,-0.15967706,-0.08816911,-0.98322403,1,run1
1208,0.015247102,0.024174985,-0.99959147,1,run1
1209,0.19757971,0.13927685,-0.97034234,1,run1
1210,0.3923124,0.2053204,-0.89662397,1,run1
1211,0.5678703,0.18189631,-0.80276835,1,run1
1212,0.6699667,0.07161992,-0.7389284,1,run1
1213,0.6630923,-0.072434306,-0.74502474,1,run1
1214,0.5523438,-0.18133439,-0.81365484,1,run1
1215,0.38185894,-0.2151125,-0.89883834,1,run1
1216,0.21442841,-0.1795931,-0.9600868,1,run1
1217,0.095687255,-0.10292159,-0.9900763,1,run1
1218,0.036656525,0.002240687,-0.99932545,1,run1
1219,0.02973224,0.15290788,-0.9877931,1,run1
1220,0.069466315,0.38109276,-0.9219234,1,run1
1221,0.1605418,0.68395066,-0.7116445,1,run1
1222,0.29426894,0.9196022,-0.26026428,1,run1
1223,0.40669385,0.8598359,0.30867848,1,run1
1224,0.4559717,0.5289076,0.7157839,1,run1
1225,0.4715286,0.100568295,0.8760975,1,run1
1226,0.47637767,-0.3362679,0.8123966,1,run1
1227,0.45743084,-0.72379494,0.5166022,1,run1
1228,0.3766561,-0.9263531,0.00030209823,1,run1
1229,0.23711587,-0.80977273,-0.53669757,1,run1
1230,0.11282266,-0.5025993,-0.857126,1,run1
1231,0.030548483,-0.20426722,-0.97843844,1,run1
1232,-0.039207835,0.045753323,-0.9981831,1,run1
1233,-0.13939483,0.2862879,-0.9479495,1,run1
1234,-0.30958802,0.531224,-0.788642,1,run1
1235,-0.5465781,0.6956876,-0.4661234,1,run1
1236,-0.76244915,0.64530635,-0.047444567,1,run1
1237,-0.88239086,0.3750816,0.28407767,1,run1
1238,-0.9139502,-0.008868315,0.4057294,1,run1
1239,-0.8740558,-0.39494473,0.28292254,1,run1
1240,-0.7453629,-0.6640718,-0.058676083,1,run1
1241,-0.52174306,-0.7003629,-0.48710978,1,run1
1242,-0.28180653,-0.52320635,-0.8042638,1,run1
1243,-0.10806065,-0.29447833,-0.94952905,1,run1
1244,-0.0033151351,-0.12192125,-0.9925342,1,run1
1245,0.051627677,-0.020640146,-0.9984531,1,run1
1246,0.061509512,0.02859703,-0.99769676,1,run1
1247,0.02310487,0.048457913,-0.9985579,1,run1
1248,-0.058364186,0.052516446,-0.996913,1,run1
1249,-0.15908118,0.041592523,-0.98638904,1,run1
1250,-0.2414398,0.01294267,-0.97032946,1,run1
1251,-0.27239978,-0.024448195,-0.9618735,1,run1
1252,-0.24018267,-0.045568068,-0.96965754,1,run1
1253,-0.1555461,-0.021784993,-0.9875884,1,run1
1254,-0.03490552,0.062958665,-0.9974055,1,run1
1255,0.122157805,0.2030926,-0.9715096,1,run1
1256,0.33289877,0.35967863,-0.87167066,1,run1
1257,0.58864635,0.44731888,-0.6733508,1,run1
1258,0.82035124,0.38012406,-0.42723486,1,run1
1259,0.95411533,0.15833731,-0.25415188,1,run1
1260,0.960549,-0.12803121,-0.24688795,1,run1
1261,0.8398187,-0.36028185,-0.4060807,1,run1
1262,0.6195088,-0.44923636,-0.64373565,1,run1
1263,0.37380183,-0.38503247,-0.8438141,1,run1
1264,0.18435708,-0.23446402,-0.9544836,1,run1
1265,0.07336969,-0.05589711,-0.99573714,1,run1
1266,0.018856546,0.15369788,-0.9879379,1,run1
1267,-0.007434352,0.43117702,-0.9022367,1,run1
1268,-0.026438884,0.7694885,-0.6381132,1,run1
1269,-0.04581579,0.99272275,-0.111365825,1,run1
1270,-0.057486087,0.87370104,0.4830547,1,run1
1271,-0.057498105,0.50244606,0.8626946,1,run1
1272,-0.052092057,0.062201984,0.9967032,1,run1
1273,-0.046120264,-0.38234463,0.92286813,1,run1
1274,-0.040107675,-0.7865,0.6162867,1,run1
1275,-0.030840784,-0.9975334,0.06305553,1,run1
1276,-0.018313264,-0.8558055,-0.5169734,1,run1
1277,-0.010856351,-0.5232016,-0.85213983,1,run1
1278,-0.017976912,-0.22635883,-0.9738781,1,run1
1279,-0.05348366,-0.008833411,-0.9985297,1,run1
1280,-0.13919878,0.1633742,-0.9766947,1,run1
1281,-0.36413535,0.53024536,-0.7656666,1,run1
1282,-0.6147806,0.64998835,-0.4467214,1,run1
1283,-0.82873696,0.5558381,-0.06510743,1,run1
1284,-0.9414895,0.26538533,0.20776935,1,run1
1285,-0.9580323,-0.11392839,0.26304814,1,run1
1286,-0.8838177,-0.4612922,0.07794761,1,run1
1287,-0.70480484,-0.64984983,-0.28450906,1,run1
1288,-0.4504477,-0.6046495,-0.6568835,1,run1
1289,-0.218323,-0.40697291,-0.88696563,1,run1
1290,-0.06050574,-0.20533773,-0.9768191,1,run1
1291,0.036382884,-0.06782382,-0.9970337,1,run1
1292,0.087527305,0.0043048314,-0.99615276,1,run1
1293,0.09212171,0.03146547,-0.9952504,1,run1
1294,0.047057357,0.035620432,-0.99825686,1,run1
1295,-0.037042867,0.029530989,-0.9988772,1,run1
1296,-0.13096789,0.014413764,-0.9912818,1,run1
1297,-0.19784513,-0.009807878,-0.9801842,1,run1
1298,-0.21196103,-0.031427987,-0.97677267,1,run1
1299,-0.16943115,-0.026302986,-0.985191,1,run1
1300,-0.08188692,0.029864041,-0.99619406,1,run1
1301,0.043489803,0.14854185,-0.9879493,1,run1
1302,0.21925318,0.31608766,-0.9230474,1,run1
1303,0.45848086,0.4698291,-0.754358,1,run1
1304,0.7192796,0.49967724,-0.48265877,1,run1
1305,0.9145562,0.34316722,-0.21406364,1,run1
1306,0.99506295,0.0520119,-0.084524825,1,run1
1307,0.95370954,-0.25746214,-0.15540668,1,run1
1308,0.79451853,-0.46632206,-0.38895255,1,run1
1309,0.55135095,-0.5007004,-0.6673164,1,run1
1310,0.31036043,-0.38295373,-0.8700706,1,run1
1311,0.142498,-0.20134206,-0.9691005,1,run1
1312,0.048985023,-0.0035380844,-0.99879324,1,run1
1313,-0.001194505,0.22940955,-0.97332925,1,run1
1314,-0.03935945,0.533136,-0.8451135,1,run1
1315,-0.08654719,0.8610208,-0.50115144,1,run1
1316,-0.13686827,0.9875278,0.077819325,1,run1
1317,-0.16212423,0.7686607,0.61877006,1,run1
1318,-0.16298695,0.3665179,0.91602397,1,run1
1319,-0.15611216,-0.074112974,0.984955,1,run1
1320,-0.14855245,-0.51049376,0.8469524,1,run1
1321,-0.13420105,-0.87574863,0.4637395,1,run1
1322,-0.10040488,-0.9866464,-0.12824893,1,run1
1323,-0.056530405,-0.7618118,-0.64532715,1,run1
1324,-0.028027615,-0.4310106,-0.9019115,1,run1
1325,-0.025862705,-0.16752507,-0.9855285,1,run1
1326,-0.059913214,0.020131882,-0.99800056,1,run1
1327,-0.14793202,0.16792488,-0.97463703,1,run1
1328,-0.3064783,0.2888246,-0.90700126,1,run1
1329,-0.5231312,0.3500004,-0.7770672,1,run1
1330,-0.7361569,0.29979718,-0.6067905,1,run1
1331,-0.87071407,0.12975174,-0.4743643,1,run1
1332,-0.88293487,-0.09988063,-0.45874804,1,run1
1333,-0.7660263,-0.28871846,-0.5743216,1,run1
1334,-0.55251485,-0.35405377,-0.7545682,1,run1
1335,-0.31277385,-0.2875635,-0.9052512,1,run1
1336,-0.10737999,-0.15397936,-0.9822219,1,run1
1337,0.056294926,-0.026431574,-0.9980643,1,run1
1338,0.19330563,0.052887972,-0.97971207,1,run1
1339,0.3001572,0.0695825,-0.9513485,1,run1
1340,0.35363153,0.0343486,-0.9347539,1,run1
1341,0.33570856,-0.021647315,-0.94171715,1,run1
1342,0.2538643,-0.06516706,-0.96504205,1,run1
1343,0.14144044,-0.08051115,-0.9866674,1,run1
1344,0.04041823,-0.07100156,-0.996657,1,run1
1345,-0.020019846,-0.042518858,-0.9988951,1,run1
1346,-0.03116269,0.0119778225,-0.9994426,1,run1
1347,0.004531662,0.11347542,-0.99353045,1,run1
1348,0.089537,0.28561616,-0.9541522,1,run1
1349,0.24063087,0.5247126,-0.81656194,1,run1
1350,0.4613826,0.73399013,-0.49838188,1,run1
1351,0.67846435,0.7334972,-0.040841606,1,run1
1352,0.8065522,0.478894,0.3466038,1,run1
1353,0.85157514,0.08895116,0.51663077,1,run1
1354,0.8395601,-0.3176873,0.44069678,1,run1
1355,0.7567306,-0.63949454,0.13566679,1,run1
1356,0.5762231,-0.75620466,-0.31003457,1,run1
1357,0.3450624,-0.6231617,-0.70185566,1,run1
1358,0.16283464,-0.36774307,-0.9155599,1,run1
1359,0.052237853,-0.11266194,-0.99225926,1,run1
1360,-0.0230308,0.1353117,-0.9905354,1,run1
1361,-0.108509585,0.4173793,-0.9022307,1,run1
1362,-0.24102704,0.72439873,-0.64587337,1,run1
1363,-0.40781754,0.897966,-0.16535369,1,run1
1364,-0.52564704,0.7681959,0.36547253,1,run1
1365,-0.5656513,0.41460878,0.7128381,1,run1
1366,-0.5668988,-0.014997852,0.8236509,1,run1
1367,-0.55156624,-0.44590124,0.7049445,1,run1
1368,-0.49993938,-0.7958946,0.3414855,1,run1
1369,-0.37588003,-0.9043062,-0.20234773,1,run1
1370,-0.21408378,-0.710145,-0.67071766,1,run1
1371,-0.09411947,-0.41443294,-0.9051999,1,run1
1372,-0.032734774,-0.18164079,-0.98282,1,run1
1373,-0.020530041,-0.031128583,-0.9993045,1,run1
1374,-0.057532784,0.065973684,-0.99616134,1,run1
1375,-0.14913107,0.13181621,-0.9799921,1,run1
1376,-0.28841028,0.16502483,-0.94317883,1,run1
1377,-0.44024262,0.14679803,-0.88579726,1,run1
1378,-0.5494072,0.06874791,-0.83272177,1,run1
