site,atom,mx,my,mz
1617,1,0.0627965743,0.493647523,-0.867391903
1618,1,0.133061537,0.814339585,-0.564929791
1619,1,0.222166302,0.974850778,-0.0175526297
1620,1,0.28071811,0.795344926,0.537237184
1621,1,0.302519223,0.406473262,0.862126213
1622,1,0.31259355,-0.0328486708,0.949318828
1623,1,0.3183848,-0.467497625,0.824667866
1624,1,0.302367845,-0.834225441,0.461130783
1625,1,0.236184982,-0.965509681,-0.109579702
1626,1,0.137545888,-0.765607984,-0.628431017
1627,1,0.0582272497,-0.435266057,-0.898416967
1628,1,0.000117530139,-0.149159326,-0.988813168
1629,1,-0.0679992117,0.083137931,-0.994215365
1630,1,-0.185013861,0.300809478,-0.935565887
1631,1,-0.381603169,0.502535453,-0.775781632
1632,1,-0.635075745,0.602128711,-0.483859291
1633,1,-0.852483259,0.504003532,-0.138754219
1634,1,-0.968888533,0.224667314,0.103824895
1635,1,-0.981041087,-0.134929542,0.139112916
1636,1,-0.890214358,-0.452598726,-0.0516990419
1637,1,-0.6910688,-0.606572401,-0.393057039
1638,1,-0.428912242,-0.543957031,-0.721210814
1639,1,-0.199337724,-0.354423092,-0.913591125
1640,1,-0.0418722029,-0.169322741,-0.984670771
1641,1,0.0602473617,-0.0459721531,-0.997124273
1642,1,0.120161284,0.0141000767,-0.992654247
1643,1,0.134081932,0.0295109648,-0.990530736
1644,1,0.0967815174,0.0230994011,-0.995037565
1645,1,0.0180091183,0.0108203309,-0.999779272
1646,1,-0.0736257267,-0.0032657708,-0.997280596
1647,1,-0.142239217,-0.019358069,-0.989643002
1648,1,-0.16281117,-0.0289697069,-0.986231859
1649,1,-0.130433292,-0.0116074607,-0.991389138
1650,1,-0.0533719181,0.0561052156,-0.996997314
1651,1,0.0656314508,0.188033037,-0.979967392
1652,1,0.242296186,0.37166673,-0.896189935
1653,1,0.487194715,0.534837206,-0.690355323
1654,1,0.746495214,0.551254674,-0.372643502
1655,1,0.928900146,0.362476927,-0.0758616894
1656,1,0.997762695,0.0384983658,0.0546578393
1657,1,0.954428733,-0.296297538,-0.0356870167
1658,1,0.798238061,-0.520054829,-0.303906189
1659,1,0.554483389,-0.552122696,-0.62266259
1660,1,0.310039648,-0.416257389,-0.854754469
1661,1,0.140047383,-0.21347067,-0.96685935
1662,1,0.044100984,0.0024261711,-0.999024132
1663,1,-0.0126737025,0.251617292,-0.967743828
1664,1,-0.0656816668,0.567100873,-0.821025285
1665,1,0.101247545,0.897308269,-0.429635665
1666,1,0.157253602,0.973564624,0.165659974
1667,1,0.188503339,0.711393184,0.677042265
1668,1,0.201194492,0.293180489,0.934647515
1669,1,0.210318224,-0.152501422,0.965665346
1670,1,0.215371722,-0.584734681,0.782112764
1671,1,0.199323471,-0.9161436,0.347780186
1672,1,0.145203824,-0.956116656,-0.254473553
1673,1,0.0776286094,-0.687316394,-0.722198015
1674,1,0.0253950671,-0.354456152,-0.934727729
1675,1,-0.0232876781,-0.0862305746,-0.996002998
1676,1,-0.0995905289,0.131842479,-0.986255184
1677,1,-0.239014571,0.333371688,-0.911995259
1678,1,-0.459417429,0.497119932,-0.736075675
1679,1,-0.714350711,0.53347198,-0.452891497
1680,1,-0.910241013,0.381092338,-0.161956563
1681,1,-0.996491432,0.0836522718,-0.0026691005
1682,1,-0.967034035,-0.249196269,-0.0524060514
1683,1,-0.820352846,-0.490609181,-0.29380919
1684,1,-0.576965723,-0.543463765,-0.609719354
1685,1,-0.316669522,-0.419982591,-0.850491057
1686,1,-0.11491757,-0.235973105,-0.964940747
1687,1,0.0238251926,-0.0860682349,-0.996004327
1688,1,0.119068729,0.000559683186,-0.992885857
1689,1,0.173539047,0.0298681481,-0.98437396
1690,1,0.177252818,0.022712676,-0.983903233
1691,1,0.127379201,0.00308545888,-0.991849293
1692,1,0.0409410708,-0.0138830645,-0.999065108
1693,1,-0.0485080217,-0.0255484545,-0.998495993
1694,1,-0.107297634,-0.0319643007,-0.993712987
1695,1,-0.117501592,-0.0236807899,-0.992790308
1696,1,-0.0792610328,0.0194589585,-0.996663954
1697,1,0.00145368158,0.119321975,-0.992854548
1698,1,0.130736499,0.286346197,-0.949164803
1699,1,0.328987593,0.491624184,-0.806270938
1700,1,0.58623005,0.625826911,-0.514465748
1701,1,0.817076547,0.558266994,-0.143957913
1702,1,0.948573784,0.287822759,0.131779497
1703,1,0.977590246,-0.0768724364,0.195979439
1704,1,0.910324719,-0.412731164,0.0310143844
1705,1,0.737977244,-0.605273856,-0.298384225
1706,1,0.489555722,-0.585907714,-0.64579203
1707,1,0.260015055,-0.408284577,-0.875040499
1708,1,0.110203011,-0.186723158,-0.976211943
1709,1,0.0251915508,0.0381442146,-0.998954656
1710,1,-0.0342245242,0.296421794,-0.954443713
1711,1,-0.10497725,0.615295112,-0.781275689
1712,1,-0.204843105,0.90494127,-0.37298874
1713,1,-0.297464757,0.930961697,0.211719241
1714,1,-0.334761722,0.64770571,0.684406241
1715,1,-0.333164953,0.232251241,0.913816434
1716,1,-0.32127492,-0.208489514,0.923750263
1717,1,-0.304424468,-0.632040072,0.712636718
1718,1,-0.262586461,-0.932153048,0.249277044
1719,1,-0.179057116,-0.92198554,-0.343338336
1720,1,-0.0926201371,-0.638675913,-0.763881266
1721,1,-0.0417890411,-0.33172496,-0.942450119
1722,1,-0.031332618,-0.108892375,-0.99355962
1723,1,-0.0654591018,0.0449383052,-0.996842844
1724,1,-0.156710035,0.16215725,-0.974241752
1725,1,-0.312874391,0.24857618,-0.916689423
1726,1,-0.511559142,0.274810052,-0.814117117
1727,1,-0.691909615,0.206252813,-0.691896569
1728,1,-0.788125351,0.049457041,-0.613524598
1729,1,-0.763689633,-0.133643421,-0.631599224
1730,1,-0.623023983,-0.257256049,-0.738688325
1731,1,-0.412994822,-0.267789923,-0.870473339
1732,1,-0.199112383,-0.179934839,-0.963315998
1733,1,-0.0147686874,-0.0535932225,-0.998453631
1734,1,0.148216568,0.0543558714,-0.987460019
1735,1,0.297501159,0.106784837,-0.948730762
1736,1,0.412757062,0.0897272903,-0.906410846
1737,1,0.459897341,0.0205558321,-0.887734134
1738,1,0.422253462,-0.0589296897,-0.904560283
1739,1,0.316497051,-0.109447333,-0.942258403
1740,1,0.1856397,-0.117052423,-0.975621152
1741,1,0.0755240646,-0.0905726231,-0.993022012
1742,1,0.0121617823,-0.0394270583,-0.999148436
1743,1,-0.00038153457,0.0439687277,-0.999032835
1744,1,0.0346110641,0.183744846,-0.982364447
1745,1,0.12247351,0.403506443,-0.906742957
1746,1,0.278275545,0.675482001,-0.682851951
1747,1,0.481203366,0.84120143,-0.246624155
1748,1,0.638550415,0.725903174,0.255573763
1749,1,0.709261563,0.38387438,0.591260092
1750,1,0.728333461,-0.0394053667,0.684088874
1751,1,0.712669613,-0.451240058,0.537107468
1752,1,0.633939958,-0.756258916,0.161841223
1753,1,0.463152239,-0.818635101,-0.339597666
1754,1,0.260559931,-0.620186305,-0.739917205
1755,1,0.112775032,-0.332564933,-0.936313173
1756,1,0.0203316026,-0.0679182609,-0.997483702
1757,1,-0.0594977693,0.184653493,-0.981001072
1758,1,-0.174013349,0.463032852,-0.869091441
1759,1,-0.353784356,0.731199115,-0.583253362
1760,1,-0.55707834,0.822910247,-0.111724876
1761,1,-0.687836836,0.633909206,0.353609398
1762,1,-0.733341361,0.263912898,0.626546431
1763,1,-0.732511089,-0.163248223,0.66089146
1764,1,-0.693294439,-0.562408654,0.450598854
1765,1,-0.581461281,-0.813428028,0.0154150115
1766,1,-0.387281272,-0.783917484,-0.485269611
1767,1,-0.195996257,-0.539697109,-0.818726143
1768,1,-0.0718208382,-0.283752537,-0.956204092
1769,1,-0.00889026696,-0.10591776,-0.99433515
1770,1,0.00552661868,0.00016787193,-0.999984714
1771,1,-0.0284736556,0.0615478342,-0.997697908
1772,1,-0.111853773,0.0959119357,-0.989085251
1773,1,-0.230100682,0.103330172,-0.967665516
1774,1,-0.346130974,0.0744508443,-0.93522747
1775,1,-0.414130007,0.0116261161,-0.910143489
1776,1,-0.40464891,-0.057633861,-0.91265415
1777,1,-0.319814854,-0.0917951968,-0.943022853
1778,1,-0.187051089,-0.0618206821,-0.980403026
1779,1,-0.0320119114,0.0324545682,-0.998960429
1780,1,0.145582871,0.164186135,-0.975627255
1781,1,0.359461336,0.281451467,-0.88970367
1782,1,0.590994603,0.313567661,-0.743236639
1783,1,0.77565711,0.217104613,-0.592639549
1784,1,0.852087784,0.0229428665,-0.522895815
1785,1,0.798135427,-0.179798841,-0.575023667
1786,1,0.633200846,-0.302323939,-0.712500473
1787,1,0.416654078,-0.308174959,-0.855235391
1788,1,0.224716762,-0.224581232,-0.948190723
1789,1,0.1000319,-0.0975052879,-0.990195101
1790,1,0.0403186033,0.0615763723,-0.997287702
1791,1,0.0280267036,0.279924232,-0.959612905
1792,1,0.0506852872,0.5836321,-0.810434806
1793,1,0.297649212,0.780138673,-0.550262298
1794,1,0.475055754,0.87909368,-0.038940115
1795,1,0.586535463,0.671125827,0.453394171
1796,1,0.627585909,0.279967405,0.726466915
1797,1,0.636875431,-0.157687028,0.754668461
1798,1,0.618331054,-0.566226402,0.545026943
1799,1,0.535205937,-0.837956082,0.10669681
1800,1,0.368376477,-0.828091241,-0.422567945
1801,1,0.192956451,-0.573234255,-0.796348101
1802,1,0.0730381757,-0.271575288,-0.95964175
1803,1,-0.00923140208,-0.00564762259,-0.999941441
1804,1,-0.0999629835,0.251405919,-0.962705804
1805,1,-0.245206071,0.525520666,-0.814679086
1806,1,-0.458711529,0.744493002,-0.485091644
1807,1,-0.666546559,0.745225825,-0.0188189918
1808,1,-0.783598238,0.492225131,0.379062293
1809,1,-0.81837863,0.100723653,0.565783673
1810,1,-0.801462356,-0.317944922,0.506526522
1811,1,-0.722348174,-0.661204765,0.202537341
1812,1,-0.549586495,-0.79181515,-0.266427201
1813,1,-0.323619679,-0.653305502,-0.684443003
1814,1,-0.143224008,-0.398569445,-0.905885909
1815,1,-0.0352003524,-0.185476643,-0.982017999
1816,1,0.0177805533,-0.0510677816,-0.998536896
1817,1,0.0243640099,0.0231256137,-0.999435641
1818,1,-0.0173568528,0.0617561212,-0.997940339
1819,1,-0.104275242,0.0784261669,-0.991451466
1820,1,-0.214871207,0.0719972721,-0.973984988
1821,1,-0.309926568,0.0372560817,-0.950030266
1822,1,-0.350698616,-0.0170233546,-0.936333641
1823,1,-0.319844597,-0.0619594761,-0.945441937
1824,1,-0.228097164,-0.0631517864,-0.971588151
1825,1,-0.0998863246,-0.00171532165,-0.994997377
1826,1,0.0535608141,0.116687217,-0.991723415
1827,1,0.245020623,0.260126523,-0.933969532
1828,1,0.48106454,0.362958084,-0.798021514
1829,1,0.716619744,0.346215354,-0.605467647
1830,1,0.875957572,0.186877119,-0.444719322
1831,1,0.912158245,-0.0520608304,-0.406518149
1832,1,0.818490414,-0.265573867,-0.509454574
1833,1,0.62275765,-0.368561982,-0.69017025
1834,1,0.391776533,-0.340990588,-0.854538804
1835,1,0.20247785,-0.228306521,-0.95230187
1836,1,0.0866171497,-0.0813200985,-0.992917172
1837,1,0.0323135034,0.0953811615,-0.994916213
1838,1,0.0178718529,0.334641102,-0.942176167
1839,1,0.0280487794,0.654871796,-0.755219304
1840,1,0.0535929297,0.946610554,-0.317893467
1841,1,0.0803650612,0.953496482,0.290492539
1842,1,0.097350269,0.645815555,0.757261642
1843,1,0.110163955,0.220071111,0.969243318
1844,1,0.12333965,-0.221279134,0.967379386
1845,1,0.132054275,-0.6448949,0.752776352
1846,1,0.122917684,-0.950164172,0.286494833
1847,1,0.0871879731,-0.943512768,-0.31965906
1848,1,0.0447572257,-0.65176308,-0.757100837
1849,1,0.0104146127,-0.326097419,-0.9452788
1850,1,-0.0293800311,-0.0725832122,-0.996929532
1851,1,-0.101844975,0.13077809,-0.986166666
1852,1,-0.238414976,0.316912507,-0.918000415
1853,1,-0.454175543,0.467076399,-0.758659484
1854,1,-0.705227296,0.501518283,-0.50113259
1855,1,-0.902951313,0.362431177,-0.230916799
1856,1,-0.993529789,0.0838300939,-0.0766229377
1857,1,-0.965283311,-0.233400685,-0.117269986
1858,1,-0.816817206,-0.465543787,-0.340703147
1859,1,-0.572755271,-0.517489966,-0.635732282
1860,1,-0.314010641,-0.400505626,-0.860809248
1861,1,-0.11344906,-0.224334474,-0.967886024
1862,1,0.0255968846,-0.0794936909,-0.996506675
1863,1,0.122476967,0.00464623248,-0.99246048
1864,1,0.179465046,0.0325280726,-0.983226435
1865,1,0.185813691,0.0240870021,-0.982289717
1866,1,0.137677344,0.00339302379,-0.99047132
1867,1,0.0509843354,-0.0139344846,-0.998602237
1868,1,-0.041358419,-0.0253848377,-0.998821852
1869,1,-0.105100859,-0.0322364725,-0.993938941
1870,1,-0.120681928,-0.026626111,-0.992334078
1871,1,-0.0869515315,0.0107488907,-0.996154553
1872,1,-0.0103822741,0.101910862,-0.994739355
1873,1,0.112886802,0.258977274,-0.959263958
1874,1,0.302751254,0.459739685,-0.83485394
1875,1,0.556970999,0.606568338,-0.567325442
1876,1,0.798141819,0.565755805,-0.207099025
1877,1,0.94487886,0.317555627,0.0797644258
1878,1,0.985454753,-0.0375436927,0.165738956
1879,1,0.926594651,-0.375289986,0.024078596
1880,1,0.761707104,-0.580905806,-0.286968173
1881,1,0.515895375,-0.581628022,-0.62893625
1882,1,0.280206348,-0.418574995,-0.86387463
1883,1,0.122098327,-0.20253424,-0.971633614
1884,1,0.0322659006,0.0190068111,-0.99929858
1885,1,-0.0273902405,0.27195815,-0.961919196
1886,1,-0.0941460741,0.587131563,-0.803998162
1887,1,-0.188880013,0.889172027,-0.416770257
1888,1,-0.282071372,0.944942003,0.165892593
1889,1,-0.324132974,0.67951216,0.658180097
1890,1,-0.326990987,0.266896212,0.906555738
1891,1,-0.319010923,-0.175127176,0.931430353
1892,1,-0.306199237,-0.602875761,0.736737975
1893,1,-0.268964364,-0.918468261,0.289955556
1894,1,-0.187767619,-0.933963814,-0.304063999
1895,1,-0.0987500766,-0.66130395,-0.74358961
1896,1,-0.0442567414,-0.349909379,-0.935737552
1897,1,-0.0306315059,-0.121546209,-0.992113013
1898,1,-0.061395353,0.0337739811,-0.997541943
1899,1,-0.148182487,0.148338876,-0.977771716
1900,1,-0.298158773,0.229887176,-0.926419577
1901,1,-0.48930595,0.252587941,-0.834732903
1902,1,-0.661890957,0.185609644,-0.726257132
1903,1,-0.750776747,0.0376872872,-0.659480056
1904,1,-0.720714582,-0.130054688,-0.680923101
1905,1,-0.579226618,-0.236846529,-0.780000158
1906,1,-0.374731803,-0.236098751,-0.896567597
1907,1,-0.167653376,-0.144743013,-0.975162451
1908,1,0.0161599112,-0.0189698588,-0.999689453
1909,1,0.18705976,0.0863018423,-0.978550274
1910,1,0.348433083,0.131221158,-0.928103116
1911,1,0.472435637,0.0998114475,-0.875695291
1912,1,0.519789829,0.0128552839,-0.854197445
1913,1,0.473746571,-0.0806797872,-0.876957786
1914,1,0.354984427,-0.135934741,-0.924936648
1915,1,0.212278317,-0.138372289,-0.967362924
1916,1,0.0951097597,-0.099834259,-0.990448007
1917,1,0.0287865772,-0.0319321842,-0.999075407
1918,1,0.0152596007,0.074037904,-0.997138673
1919,1,0.0509578917,0.24495567,-0.968194202
1920,1,0.142064616,0.500418524,-0.854048562
1921,1,0.366818777,0.564517625,-0.739434808
1922,1,0.622453849,0.677294803,-0.392202697
1923,1,0.829487129,0.558501566,0.00520610344
1924,1,0.933216572,0.24317178,0.264526588
1925,1,0.945988425,-0.144476733,0.29022814
1926,1,0.871494459,-0.483762133,0.0804462972
1927,1,0.694063386,-0.65876779,-0.29034637
1928,1,0.446219741,-0.604946054,-0.659490875
1929,1,0.227880696,-0.397518937,-0.888847053
1930,1,0.0894861869,-0.158184532,-0.983346265
1931,1,0.00698958254,0.0827386021,-0.996546772
1932,1,-0.0631230511,0.360327022,-0.930687873
1933,1,-0.159760164,0.685193793,-0.710623779
1934,1,-0.289620589,0.924405679,-0.248181498
1935,1,-0.392333578,0.860543849,0.324867121
1936,1,-0.427943845,0.528229291,0.733374313
1937,1,-0.427172398,0.0988908785,0.89874598
1938,1,-0.41687062,-0.343521209,0.841553364
1939,1,-0.390758877,-0.741277283,0.545724739
1940,1,-0.316394469,-0.948485648,0.0164169268
1941,1,-0.195337815,-0.823370409,-0.532826715
1942,1,-0.0927073378,-0.515346072,-0.851952919
1943,1,-0.038683253,-0.243013896,-0.969251181
1944,1,-0.0306447372,-0.0584049952,-0.997822508
1945,1,-0.0710988413,0.0651155086,-0.995341612
1946,1,-0.168854891,0.153614202,-0.973596787
1947,1,-0.321768771,0.206092174,-0.924116266
1948,1,-0.496204875,0.197800535,-0.845373095
1949,1,-0.631777358,0.1123554,-0.766963906
1950,1,-0.674847755,-0.0257457297,-0.737507739
1951,1,-0.605977577,-0.153185458,-0.780592974
1952,1,-0.44830709,-0.206286738,-0.869750846
1953,1,-0.254552694,-0.164327528,-0.952994958
1954,1,-0.0674143355,-0.0570208833,-0.996094336
1955,1,0.109577084,0.0646049824,-0.991876534
1956,1,0.289244344,0.151039149,-0.945264452
1957,1,0.458896003,0.163191931,-0.873374405
1958,1,0.574945233,0.092653235,-0.812928876
1959,1,0.597217041,-0.0246260965,-0.801701541
1960,1,0.519300446,-0.128909293,-0.844813258
1961,1,0.373996652,-0.176450298,-0.910489866
1962,1,0.217575351,-0.161908961,-0.962520886
1963,1,0.0983479565,-0.10526362,-0.989569224
1964,1,0.0347261025,-0.0196028556,-0.999204597
1965,1,0.0234498402,0.107001966,-0.993982235
1966,1,0.0595978898,0.30431427,-0.950705484
1967,1,0.148890739,0.58527794,-0.797045344
1968,1,0.293559288,0.856460564,-0.424615411
1969,1,0.439679569,0.889031667,0.127689352
1970,1,0.518721636,0.618612243,0.590124357
1971,1,0.546914798,0.206323103,0.81136612
1972,1,0.556548436,-0.230331901,0.798248742
1973,1,0.542289755,-0.630199568,0.55567106
1974,1,0.465188795,-0.880814779,0.0881175957
1975,1,0.312325506,-0.835766348,-0.451605347
1976,1,0.15914114,-0.559354089,-0.813509127
1977,1,0.0563735979,-0.256682927,-0.964850192
1978,1,-0.0180616874,0.00227921456,-0.999834277
1979,1,-0.108091829,0.249196305,-0.962401869
1980,1,-0.257087671,0.509652405,-0.821072686
1981,1,-0.47635519,0.716200694,-0.510041467
1982,1,-0.691767316,0.718924762,-0.0678613828
1983,1,-0.81709466,0.480439024,0.318645039
1984,1,-0.855385964,0.102134476,0.507822214
1985,1,-0.835077757,-0.308192799,0.455699833
1986,1,-0.747195089,-0.64488007,0.160714637
1987,1,-0.564225483,-0.771324842,-0.294461531
1988,1,-0.331065836,-0.635750362,-0.697292542
1989,1,-0.146527152,-0.388067686,-0.909908382
1990,1,-0.0356419116,-0.180531147,-0.982923272
1991,1,0.0200331144,-0.0493287019,-0.998581671
1992,1,0.0296590719,0.0229988763,-0.999295447
1993,1,-0.00881998283,0.0606600121,-0.998119517
1994,1,-0.0933256879,0.0777682168,-0.992593784
1995,1,-0.204193213,0.0736330342,-0.97615742
1996,1,-0.303592184,0.0418666699,-0.951881803
1997,1,-0.351933638,-0.0115335912,-0.935953893
1998,1,-0.328891068,-0.0597857553,-0.942473516
1999,1,-0.242379252,-0.0679467416,-0.967799328
2000,1,-0.116932713,-0.014765513,-0.99303007
2001,1,0.0329974003,0.0963495895,-0.994800446
2002,1,0.217631496,0.236398148,-0.946970141
2003,1,0.446824124,0.344778534,-0.825515575
2004,1,0.683084424,0.343635328,-0.644445832
2005,1,0.851777404,0.202177739,-0.483321234
2006,1,0.900895839,-0.0257355682,-0.433271702
2007,1,0.819843811,-0.238888987,-0.520373113
2008,1,0.633857428,-0.350740748,-0.689351644
2009,1,0.406356685,-0.335560196,-0.849866812
2010,1,0.214026091,-0.232506185,-0.948753765
2011,1,0.093164439,-0.0917664253,-0.991412785
2012,1,0.0352075318,0.0785232523,-0.996290384
2013,1,0.0192402078,0.309035491,-0.950855867
2014,1,0.029962553,0.622743055,-0.781852501
2015,1,0.058193645,0.927150987,-0.370141253
2016,1,0.08857985,0.967909518,0.235169671
2017,1,0.10611319,0.680921278,0.724628322
2018,1,0.116008542,0.258747048,0.958953588
2019,1,0.125274978,-0.184171349,0.974877989
2020,1,0.131387519,-0.612962956,0.779110861
2021,1,0.122457749,-0.935586943,0.331181479
2022,1,0.0884536549,-0.956922247,-0.276542518
2023,1,0.046347777,-0.676637419,-0.734856236
2024,1,0.0117984274,-0.346352523,-0.938030238
2025,1,-0.0276937071,-0.087457146,-0.995783263
2026,1,-0.0991487374,0.116522091,-0.98822676
2027,1,-0.233922337,0.298508843,-0.925296067
2028,1,-0.44756581,0.442689584,-0.776988274
2029,1,-0.698142768,0.474165111,-0.536436504
2030,1,-0.897284622,0.337398325,-0.284679955
2031,1,-0.986964518,0.0666138933,-0.146504711
2032,1,-0.951797777,-0.23532846,-0.196726987
2033,1,-0.793192289,-0.445540698,-0.415137903
2034,1,-0.544758648,-0.479626224,-0.687892943
2035,1,-0.289598412,-0.359554943,-0.887047351
2036,1,-0.0917697244,-0.190484764,-0.977391361
2037,1,0.0502132352,-0.0545714975,-0.9972465
2038,1,0.1538373,0.0202886904,-0.987887875
2039,1,0.217169579,0.0375462462,-0.97541153
2040,1,0.22624883,0.0180218376,-0.973902808
2041,1,0.177090033,-0.0113807694,-0.984128852
2042,1,0.0881629983,-0.0322896762,-0.995582574
2043,1,-0.0050036156,-0.0408993624,-0.999150742
2044,1,-0.0680322901,-0.0385042105,-0.996939834
2045,1,-0.0833142919,-0.0177697922,-0.996364875
2046,1,-0.050415047,0.0403879191,-0.997911388
2047,1,0.0274131825,0.158581154,-0.986965316
2048,1,0.159994211,0.346855869,-0.924171444
2049,1,0.299000686,0.321174216,-0.898579831
2050,1,0.549123017,0.415450145,-0.72516556
2051,1,0.784758227,0.366713877,-0.499675353
2052,1,0.928157763,0.166562376,-0.332836508
2053,1,0.942861867,-0.102045183,-0.317172319
2054,1,0.828388948,-0.324064848,-0.456895749
2055,1,0.615102715,-0.414246104,-0.670856777
2056,1,0.375424611,-0.361917182,-0.853271536
2057,1,0.187837476,-0.225302553,-0.956010377
2058,1,0.0768444635,-0.0573718417,-0.995391079
2059,1,0.023979465,0.143988345,-0.989288806
2060,1,0.00367032524,0.414461305,-0.910059534
2061,1,-0.00268282519,0.751571798,-0.659645841
2062,1,-0.00423675824,0.989357707,-0.145442008
2063,1,-0.0021818759,0.890387625,0.455197888
2064,1,0.00427193685,0.527487712,0.84955192
2065,1,0.013929894,0.0893517879,0.995902714
2066,1,0.0239887387,-0.354310031,0.934820273
2067,1,0.0304401983,-0.763032485,0.645642952
2068,1,0.0288512822,-0.99389222,0.106516942
2069,1,0.0192436529,-0.875561369,-0.482723493
2070,1,0.00735970981,-0.546940597,-0.837139067
2071,1,-0.0100908828,-0.243244402,-0.96991254
2072,1,-0.0489460313,-0.0182046461,-0.998635508
2073,1,-0.133698754,0.160872428,-0.977877653
2074,1,-0.289418667,0.315368877,-0.903758434
2075,1,-0.514692606,0.413693375,-0.750965587
2076,1,-0.750102743,0.389005426,-0.534808988
2077,1,-0.913463921,0.216397981,-0.344609315
2078,1,-0.957777609,-0.0484717626,-0.28339467
2079,1,-0.871242162,-0.297619426,-0.3903329
2080,1,-0.669991105,-0.423843989,-0.609481905
2081,1,-0.414736949,-0.387463519,-0.823325746
2082,1,-0.185732687,-0.247912554,-0.950811619
2083,1,-0.0119778324,-0.098049537,-0.995109451
2084,1,0.122240434,0.00726231587,-0.992473947
2085,1,0.225563242,0.0510961773,-0.972887663
2086,1,0.284400796,0.0407475605,-0.957839143
2087,1,0.281223469,0.00142423768,-0.959641252
2088,1,0.216874036,-0.0370478893,-0.975496338
2089,1,0.11707679,-0.0572368687,-0.991472121
2090,1,0.0207100586,-0.058342884,-0.998081761
2091,1,-0.0404691041,-0.0437545229,-0.998222317
2092,1,-0.0537313272,-0.00668325697,-0.998533063
2093,1,-0.0206503965,0.0721580071,-0.997179414
2094,1,0.0581696129,0.215782239,-0.9747073
2095,1,0.196894015,0.430312932,-0.880944679
2096,1,0.410917457,0.653328282,-0.63585297
2097,1,0.653064243,0.722450011,-0.227097062
2098,1,0.823611163,0.538081221,0.179257503
2099,1,0.897303814,0.181968026,0.402161041
2100,1,0.89824379,-0.217529939,0.381888491
2101,1,0.823436254,-0.552164778,0.130639939
2102,1,0.649465222,-0.709133996,-0.274452002
2103,1,0.409663095,-0.627776057,-0.661871113
2104,1,0.20468988,-0.400063494,-0.893337145
2105,1,0.076952928,-0.153049911,-0.985217728
2106,1,-0.0017853905,0.0886722986,-0.996059253
2107,1,-0.0755934217,0.363037469,-0.928703091
2108,1,-0.183392171,0.679825979,-0.7100732
2109,1,-0.328794261,0.908665961,-0.25733345
2110,1,-0.443287535,0.844149024,0.301510507
2111,1,-0.482506085,0.51997645,0.704849182
2112,1,-0.478935885,0.0974827091,0.872420506
2113,1,-0.462767822,-0.341052033,0.818247795
2114,1,-0.42897939,-0.735391282,0.524572536
2115,1,-0.344289845,-0.938863406,-8.9302038e-05
2116,1,-0.211794346,-0.81388444,-0.541050158
2117,1,-0.100511646,-0.509984834,-0.854290863
2118,1,-0.0410268516,-0.241713778,-0.969479885
2119,1,-0.0288862151,-0.0600654781,-0.99777639
2120,1,-0.0650254948,0.0612558095,-0.996001712
2121,1,-0.15776504,0.14888669,-0.976187966
2122,1,-0.306432128,0.203719841,-0.929837393
2123,1,-0.480909395,0.201981039,-0.853188029
2124,1,-0.623198889,0.124250594,-0.772130128
2125,1,-0.678010076,-0.010934614,-0.734971273
2126,1,-0.621103361,-0.143798372,-0.770423678
2127,1,-0.470493357,-0.207982224,-0.857542649
2128,1,-0.277531974,-0.17630779,-0.944400109
2129,1,-0.0892213116,-0.0745003359,-0.993221656
2130,1,0.0861681626,0.046569866,-0.995191587
2131,1,0.261793323,0.137391606,-0.955294616
2132,1,0.429577058,0.158651051,-0.888984474
2133,1,0.549451269,0.0988244276,-0.829660795
2134,1,0.580433537,-0.011024536,-0.814232994
2135,1,0.512657237,-0.114062436,-0.850983148
2136,1,0.375110099,-0.165692086,-0.912051833
2137,1,0.221642613,-0.157378811,-0.962344253
2138,1,0.101219069,-0.106641604,-0.989132078
2139,1,0.0348255166,-0.0267235751,-0.999036052
2140,1,0.0208039644,0.0926309029,-0.995483154
2141,1,0.0541431463,0.280277549,-0.958390847
2142,1,0.139981184,0.553205189,-0.821199907
2143,1,0.283106123,0.833230797,-0.474949852
2144,1,0.435401125,0.897686462,0.0677117184
2145,1,0.521762442,0.652610044,0.549421591
2146,1,0.551228143,0.247841939,0.796694363
2147,1,0.559270461,-0.190502246,0.806799508
2148,1,0.545667174,-0.599161257,0.585878079
2149,1,0.47366833,-0.870582182,0.133135185
2150,1,0.324318121,-0.850831949,-0.413403859
2151,1,0.167976711,-0.582609849,-0.795204118
2152,1,0.060957526,-0.275324132,-0.959416907
2153,1,-0.0162566397,-0.0118806445,-0.999797265
2154,1,-0.108370786,0.235010832,-0.965932545
2155,1,-0.260098234,0.491426204,-0.831173384
2156,1,-0.484483309,0.694158396,-0.532372092
2157,1,-0.708793847,0.697753215,-0.103690564
2158,1,-0.843971464,0.461694572,0.273038989
2159,1,-0.887996152,0.0847887062,0.451966492
2160,1,-0.865437673,-0.319693231,0.385764011
2161,1,-0.765424078,-0.638401663,0.081051205
2162,1,-0.566604428,-0.740002578,-0.36243014
2163,1,-0.325245604,-0.594393734,-0.735466781
2164,1,-0.138209824,-0.354531499,-0.924773194
2165,1,-0.0245250284,-0.159009734,-0.986972354
2166,1,0.0351388997,-0.0386476564,-0.998634876
2167,1,0.0489152805,0.0235707333,-0.99852477
2168,1,0.0144238754,0.0513799591,-0.998575011
